name,addr,tel
완주삼례1교실,전라북도 완주군 삼례읍 삼봉로 15,
전주하가교실,전라북도 전주시 덕진구 가련산로 17 (덕진동2가),
부산동삼한진교실,"부산광역시 영도구 와치로 294 (동삼동, 한진로즈힐아파트)",
부산만덕2교실,부산광역시 북구 덕천로234번길 48 (만덕동),
부산정관1교실,부산광역시 기장군 정관읍 정관4로 42-1,051-728-7281
부천중동중흥교실,"경기도 부천시 중동로280번길 27 (중동, 중흥마을 신동아아파트)",010-7939-7896
화성오산1교실,"경기도 화성시 동탄감배산로 19 (오산동, 동탄역 더샵 센트럴시티 2차)",
김해진영1교실,경상남도 김해시 진영읍 김해대로361번길 34 (김해진영코아루아파트),
여수덕충1교실,전라남도 여수시 박람회길 38 (덕충동),
여수안산부영1교실,"전라남도 여수시 소호로 649 (안산동, 부영2차아파트)",
김해장유3교실,"경상남도 김해시 장유로334번길 73 (삼문동, 신장유 일동미라주 더파크 아파트)",
부산엄궁2교실,부산광역시 사상구 엄궁중로 6 (엄궁동),051-313-9644
김해율하4교실,"경상남도 김해시 율하2로 198 (율하동, 율현마을율하이편한세상)",
정읍연지1교실,전라북도 정읍시 연지동 50-6,
구미상모교실,경상북도 구미시 박정희로 76-1,054-608-5353
칠곡석적한솔교실,경상북도 칠곡군 석적읍 석적로 905 (한솔솔파크강변아파트),
칠곡석적2교실,경상북도 칠곡군 석적읍 북중리3길 70 (3공단부영아파트),
구미인동1교실,경상북도 구미시 인동16길 48-4 (진평동),
대전송촌교실,대전광역시 대덕구 동춘당로54번길 40-7 (송촌동),042-639-5105
청주사창3교실,충청북도 청주시 서원구 사창동 366-28,
청주용암4교실,충청북도 청주시 상당구 중흥로 175 (용암동),
논산취암1교실,충청남도 논산시 중앙로 281-6 (취암동),
광명하안트레지움교실,"경기도 광명시 광덕산로 26 (하안동, 광명 두산위브 트레지움)",010-2230-2202
동탄목동1교실,"경기도 화성시 동탄순환대로19길 21 (목동, 동탄동원로얄듀크2차)",
울산온양현대교실,울산광역시 울주군 온양읍 남창강변로 102 (현대아파트),
예천우방센트럴교실,경상북도 예천군 호명면 행복로 229 (경북도청신도시우방아이유쉘센트럴),
창원무동1교실,경상남도 창원시 의창구 북면 무동서로 76 (창원무동 STX KAN 1차아파트 근린생활시설),
공주신월1교실,"충청남도 공주시 신금1길 72 (신관동, 새뜸현대3차아파트)",
대전삼성교실,"대전광역시 동구 대전로 935 (삼성동, 한밭자이아파트)",
구미고아미도교실,경상북도 구미시 고아읍 들성로9길 22,010-2642-3450
사천사남2교실,경상남도 사천시 사남면 조동길 38,
진주초전2교실,경상남도 진주시 초북로20번길 30-14 (초전동),
오산세교자이교실,"경기도 오산시 삼미로 34 (내삼미동, 오산세교자이아파트)",
전주법조타운교실,전라북도 전주시 덕진구 만성동 1372-1,
부산범천2교실,부산광역시 부산진구 신암로155번길 44 (범천동),
부산당감4교실,부산광역시 부산진구 당감로 102 (부암동),
부산당감3교실,"부산광역시 부산진구 백양관문로 104 (당감동, 국제백양아파트)",
대전판암1교실,"대전광역시 동구 옥천로180번길 23 (판암동, 주공아파트)",
세종고운2교실,"세종특별자치시 마음로 182 (고운동, 가락마을13단지)",
경산정평1교실,경상북도 경산시 성동로 14 (정평동),053-815-8009
천안청당1교실,충청남도 천안시 동남구 청당동 37-1,
공주신관1교실,"충청남도 공주시 신금1길 62-15 (신관동, 한빛아파트)",
창원현동1교실,경상남도 창원시 마산합포구 현동로 111 (현동),
양산물금4교실,경상남도 양산시 물금읍 새실로 53 (양산물금 이지더원 1차),
용인수지1교실,경기도 용인시 수지구 정평로 40-3 (풍덕천동),031-265-0560
용인남사1교실,경기도 용인시 처인구 남사면,010-7622-5325
오산운암2교실,경기도 오산시 원동 814-4 운암청구아파트,
광주치평1교실,광주광역시 서구 상무평화로 62 (치평동),
시흥배곧1교실,경기도 시흥시 배곧4로 22 (정왕동),031-499-2340
동해평릉1교실,"강원도 동해시 평원로 100 (평릉동, 코아루디오션)",
부산청학1교실,부산광역시 영도구 청학로 40-1 (청학동),
인천용종1교실,"인천광역시 계양구 계양문화로 141 (용종동, 용종마을중앙아파트)",
부산백양1교실,"부산광역시 사상구 백양대로506번길 15 (주례동, 주례제일타워맨션)",
충남예산3교실,충청남도 예산군 예산읍 아리랑로 43 (석탑유익아파트),
김해팔판1교실,경상남도 김해시 계동로23번길 5 (관동동),
도봉1교실,서울특별시 도봉구 도봉동 636-15,02-956-0529
김포풍무1교실,경기도 김포시 풍무동 768,031-987-7905
남양주다산1교실,경기도 남양주시 다산동 3562,010-9288-3290
은평불광1교실,서울특별시 은평구 불광로 85 (불광동),
예천호명3교실,경상북도 예천군 호명면 행복로 230 (우방아이유쉘2차),
예천모아엘가교실,경상북도 예천군 호명면 양지로 55 (경북도청모아엘가에듀파크),010-9899-1745
경주용강1교실,경상북도 경주시 용강동 712-12,
청주수곡2교실,충청북도 청주시 서원구 분평동 274,
거제아주1교실,"경상남도 거제시 아주2로2길 13 (아주동, 대동 다숲 아파트 2단지)",
포항창포메트로1교실,"경상북도 포항시 북구 우창로 166 (창포동, 창포메트로시티2단지)",010-5545-7541
양산평산2교실,경상남도 양산시 평산로 116(평산동 산일프라자),
일산마두1교실,경기도 고양시 일산동구 마두동 751,031-906-2128
강릉입암2교실,강원도 강릉시 입암로 33 (입암동),033-655-0420
포항장성1교실,경상북도 포항시 북구 장성동 1554-10,
광주용봉2교실,광주광역시 북구 청계로 27 (용봉동),062-525-5468
익산부송1교실,전라북도 익산시 부송동 700-1,
광주용봉1교실,광주광역시 북구 용봉동 1274-6,062-434-1105
구미옥계4교실,경상북도 구미시 해마루공원로 113 (옥계동),054-476-0594
대구국우현대교실,"대구광역시 북구 구리로 254 (국우동, 칠곡현대아파트)",
대구동천2교실,대구광역시 북구 동천동 915 칠곡3차화성타운,
김해삼계이안교실,"경상남도 김해시 해반천로278번길 12-27 (삼계동, 삼계이안아파트)",
김해구산1교실,경상남도 김해시 가락로332번길 14-1,
충남예산2교실,충청남도 예산군 예산읍 역전로140번길 46,041-335-3555
충북괴산1교실,충청북도 괴산군 괴산읍 읍내로4길 10,
광주중흥1교실,"광주광역시 북구 서암대로 199 (중흥동, 모아타운)",062-525-7066
광주주월1교실,광주광역시 남구 봉주7길 4 (주월동),
구미도량1교실,"경상북도 구미시 송동로 147 (도량동, 도량3주공아파트)",054-443-0579
천안불당2교실,충청남도 천안시 서북구 불당동 734 그랜드플라자,
논산강산1교실,충청남도 논산시 내동 1068,
세종고운교실,세종특별자치시 마음로 272-22 (고운동),044-867-0548
제주용담1교실,제주특별자치도 제주시 성화로6길 33 (용담이동),064-711-3573
대구화원1교실,대구광역시 달성군 화원읍 비슬로 2545 (화원이진캐스빌),
광명소하3교실,"경기도 광명시 소하로 162 (소하동, 휴먼시아7단지아파트)",
시흥목감2교실,경기도 시흥시 목감둘레로 59-19 (조남동),031-485-5566
창원팔용1교실,"경상남도 창원시 의창구 반계로 104-8 (팔용동, 벽산블루밍아파트B단지)",
평택비전1교실,경기도 평택시 비전동 884-13,031-652-3123
양산삼호1교실,"경상남도 양산시 삼호로 86 (삼호동, 해인 그린@빌)",055-372-0555
양산물금1교실,경상남도 양산시 물금읍 야리로 106,
진주평거3교실,경상남도 진주시 평거동 751-9,
청주신봉1교실,충청북도 청주시 흥덕구 사운로 330 (신봉동),043-288-0505
순천왕조1교실,전라남도 순천시 봉화1길 123 (조례동),061-722-3386
군산수송교실,전라북도 군산시 수송로 216 (수송동),
대전대동교실,대전광역시 동구 대동 535 펜타뷰,042-286-0583
군산나운3교실,,
군산나운1교실,전라북도 군산시 나운1길 38-2 (나운동),
구미옥계1교실,경상북도 구미시 산호대로25길 25-44 (옥계동),
대전관평1교실,,
정읍수성1교실,"전라북도 정읍시 수성3로 26 (수성동, 제일아파트)",
화성안녕1교실,,
화성향남1교실,경기도 화성시 향남읍 행정리 462-1 센타프라자,
화성기산1교실,"경기도 화성시 동탄지성로 295 (기산동, 참누리1단지아파트)",
순천팔마1교실,전라남도 순천시 해룡면 장선배기길 226,
김해장유2교실,"경상남도 김해시 월산로 26 (부곡동, 석봉마을6단지대동아파트)",
동탄청계2교실,경기도 화성시 동탄대로시범길 185 (청계동),031-375-5534
예천호반1교실,경상북도 예천군 호명면 행복로 215 (경북도청신도시 호반베르디움1차),
구미구평1교실,경상북도 구미시 인동36길 17 (구평동),054-476-8855
남양주오남2교실,경기도 남양주시 오남읍 진건오남로512번길 23,
분당야탑1교실,,
포항우현1교실,"경상북도 포항시 북구 우창로 20 (우현동, 신동아베르디1차)",
청주내덕1교실,충청북도 청주시 청원구 향군로 141 (내덕동),
제주노형1교실,제주특별자치도 제주시 달마루길 10-9 (노형동),064-712-1012
양주덕정1교실,"경기도 양주시 화합로1426번길 39 (덕정동, 은동마을주공1단지아파트)",070-7532-9908
대전도안1교실,"대전광역시 서구 도안동로 177 (도안동, 도안신도시 수목토 APT)",
부천원미1교실,경기도 부천시 원미동,032-221-7730
경주안강우방교실,경상북도 경주시 안강읍 산대리 2389-1,
광양중마5교실,전라남도 광양시 중동 1351-6,061-791-7888
전주효자2교실,전라북도 전주시 완산구 우전로 195 (효자동2가),063-225-9413
동탄영천2교실,"경기도 화성시 동탄순환대로 881-10 (영천동, 동탄역 푸르지오)",070-4247-0505
수원망포1교실,경기도 수원시 영통구 망포동  558 신영통 알파빌딩,031-202-2271
용인삼가1교실,경기도 용인시 처인구 삼가동  250-44 씨티프라자,031-322-7685
신대방1교실,서울특별시 동작구 신대방동  707 현대상가,
신정1교실,,
대전복수2교실,대전광역시 서구 복수동  459,
대전지족1교실,대전광역시 유성구 지족로 154 (지족동),
안양호계1교실,경기도 안양시 동안구 경수대로 592 (호계동),031-452-1255
광명소하2교실,경기도 광명시 금하로 464 (소하동),02-898-9909
광양중마4교실,전라남도 광양시 중마로 267 (중동),061-792-0912
마산합성1교실,경상남도 창원시 마산회원구 합성북16길 81 (합성동),055-296-0228
충북증평1교실,충청북도 증평군 증평읍 광장로 135,
마천1교실,서울특별시 송파구 마천동  200-73,
광주장덕1교실,"광주광역시 광산구 장덕로5번길 16 (장덕동, 골드클래스)",062-959-4433
세종보람1교실,세종특별자치시 보람동 639-3 호려울마을6단지,044-903-0560
여수도원1교실,"전라남도 여수시 웅천남8로 23 (웅천동, 여수 웅천 꿈에그린 2단지)",061-682-0588
광주신용1교실,"광주광역시 북구 첨단연신로 166 (신용동, 광주첨단2지구사랑으로부영)",062-573-3799
인천숭의1교실,인천광역시 남구 숭의동  293-8 금강빌딩,
의왕왕곡1교실,경기도 의왕시 왕곡로 10 (왕곡동),031-459-2266
오산대동1교실,"경기도 오산시 운암로 64 (오산동, 운암 대동 황토방 아파트)",
김해장유1교실,경상남도 김해시 월산로 111-79 (부곡동),
분당삼평2교실,경기도 성남시 분당구 삼평동  719 마크시티 퍼플,
동탄영천1교실,경기도 화성시 영천동  720 동탄 에듀밸리 사랑으로 부영아파트,
대구다사3교실,대구광역시 달성군 다사읍 매곡리 491,053-521-0282
청주가경1교실,충청북도 청주시 흥덕구 풍년로 26 (가경동),043-237-6001
세종새롬2교실,세종특별자치시  어울로 41 (새롬동),010-2373-0310
전주우아1교실,전라북도 전주시 덕진구 우아동3가  450,010-3689-9437
세종새롬1교실,"세종특별자치시  새롬북로 13 (새롬동, 새뜸마을4단지)",
문경모전1교실,경상북도 문경시 여중2길 3-11,054-552-5596
대전송촌2교실,대전광역시 대덕구 송촌동 445-2,042-625-1582
세종소담3교실,세종특별자치시  소담동 37-3,
오산가수1교실,경기도 오산시 가수로 33 (늘푸른오스카빌),031-376-0553
광주두암1교실,광주광역시 동구 산수동 681,062-461-0585
부산용호메트로교실,부산광역시 남구 분포로 111 (엘지메트로시티아파트),
세종소담2교실,세종특별자치시  국책연구원1로 15 (새샘마을9단지),
강릉내곡1교실,강원도 강릉시 강변로126번길 8-2,033-920-3633
광주소촌1교실,광주광역시 광산구 소촌동 282,062-942-0575
여수안산1교실,,
양산양주1교실,경상남도 양산시 양주4길 41 (짱미술학원),
목포남악1교실,전라남도 무안군 삼향읍 남악리 2525,061-262-2922
안동안기1교실,경상북도 안동시 안기1길 39 (대원아파트),
광양중동1교실,전라남도 광양시 광양읍 와룡길 43 (남해오네뜨),061-791-1310
구미형곡1교실,경상북도 구미시 형곡동 305-7,054-458-2080
동탄방교1교실,경기도 화성시 동탄대로9길 20 (동탄2LH26단지아파트A65BL),031-375-2634
구리수택1교실,경기도 구리시 수택동 854,031-554-0501
130기 신입원장,,
여수문수1교실,전라남도 여수시 문수동 122-1,
충북영동1교실,충청북도 영동군 계산로2길 22 (향군식당),043-745-2526
충북진천3교실,충청북도 진천군 진천읍 읍내리 372-11,043-537-3111
대전반석교실,대전광역시 유성구 반석동로 34,042-369-5105
충북음성1교실,충청북도 음성군 음성읍 읍내리 246-7,043-873-0933
대구율하선수촌교실,대구광역시 동구 안심로16길 71 (대구율하2세계육상선수촌2단지),
시흥2교실,서울특별시 금천구 시흥동 794-11,02-6406-5050
포항동해1교실,경상북도 포항시 남구 동해면 약전리 421-13,
광주화정5교실,광주광역시 서구 화정동 440,062-373-9906
광주풍암5교실,광주광역시 서구 풍암2로 14,062-682-2505
세종종촌2교실,세종특별자치시  도움 1로 105 514동 603호,010-2370-8522
수원영통2교실,경기도 수원시 영통구 덕영대로1555번길 46 롯데크리닉상가 (진아유치원 맞은편 권소아과 건물),031-302-5008
홍제1교실,서울특별시 서대문구 홍제동  249-1,
본사교육용J,경기도 용인시 기흥구 동백1로23번길 14-12,02-2021-7271
대전유천1교실,대전광역시 중구 유천동 199-3,010-9685-0579
천안신방3교실,충청남도 천안시 서북구 불당21로 67-12 (불당동),
전남나주혁신1교실,전라남도 나주시 빛가람동 643-3,
광주화정1교실,광주광역시 서구 화정동 532-13,
군산조촌교실,전라북도 군산시 양안로 120 (현대아파트),
역촌교실,서울특별시 은평구 갈현로 64 (서흥빌딩),02-383-0982
광주신가2교실,광주광역시 광산구 수등로258번길 13 (신가동 도시공사아파트 106동 105호),062-450-9500
여수봉계1교실,전라남도 여수시 봉계동 33-51 2층,061-685-4611
대구유가반도1교실,대구광역시 달성군 테크노대로 195 (대구테크노폴리스반도유보라),053--
부산학장삼정교실,부산광역시 사상구 학감대로123번길 67 (학장동삼정그린코아아파트 상가),051-325-2259
양주광사1교실,경기도 양주시 광사동 656,031-841-7728
여주가남1교실,경기도 여주시 경충대로 1472-19 (현진에버빌1차아파트),031-882-2092
천안업성1교실,,
경남함안2교실,경상남도 함안군 호곡1길 77,055-582-0498
하계1교실,서울특별시 노원구 하계동 271-3,
전주삼천2교실,전라북도 전주시 완산구 효자천변1길 26-3  2층,063-224-3625
쌍문1교실,서울특별시 도봉구 쌍문동 195,02-995-8495
전남영광2교실,전라남도 영광군 상하길 96,061-356-5896
강릉노암1교실,강원도 강릉시 노암동 607-1,033-647-8708
진주충무공1교실,경상남도 진주시 사들로156번길 7,
천안성환1교실,충청남도 천안시 서북구 성환읍 성환리 374-4,041-585-9717
천안두정6교실,충청남도 천안시 서북구 두정동 1620,041-556-7002
수원정자교실,"경기도 수원시 장안구 장안로 211 (정자동, 동신아파트)",
인천화수1교실,인천광역시 동구 화수로,032-766-4772
부산엄궁1교실,부산광역시 사상구 엄궁동,051-311-0202
청주금천2교실,충청북도 청주시 상당구 금천동 290,043-291-8943
순천연향호반2차교실,전라남도 순천시 도장길 50 (호반리젠시빌2차아파트),010-9010-3766
순천오천1교실,전라남도 순천시 오천동 964-2 골드클래스 앞 G-place 상가 4층,061-746-0909
안양석수3교실,경기도 안양시 만안구 충훈로 71 (석수아이파크 상가동),031-471-3830
대구평리교실,대구광역시 서구 평리동 1321-4,
여수신기1교실,전라남도 여수시 여천체육공원길 52 신기동 우림필유아파트 상가 202호,061-685-0270
인천만수1교실,인천광역시 남동구 백범로 176,032-465-6621
대전가오교실,대전광역시 동구 가오동 647 GTM빌딩 (은어송로 60) 선문학원,042-223-8822
여수죽림1교실,전라남도 여수시 소라면 죽림리 1226-5 4층 (죽림부영아파트1차 맞은편),061-681-9993
서초교실,서울특별시 서초구 사임당로 151 (대한무지개종합상가),02-6326-2918
상계교실,서울특별시 노원구 상계동 1025-24,02-934-1011
청주산남3교실,충청북도 청주시 서원구 산남동 707,043-295-5156
부산기장교실,부산광역시 기장군 기장읍 대청로 6-1,
동탄서희1교실,"경기도 화성시 동탄면 동탄순환대로17길 15 (스타힐스, 24단지)",070-8624-1035
분당이매1교실,경기도 성남시 분당구 이매동 110 동신아파트 9단지,
용산2교실,서울특별시 용산구 후암동 117-1,02-753-8039
의정부신곡1교실,"경기도 의정부시 장곡로628번길 21 (신곡동, 삼성래미안진흥아파트)",031-853-1031
부산화명연세교실,부산광역시 북구 화명동 2275-2,
영주가흥교실,경상북도 영주시 가흥동 1716-4,054-631-4265
화곡2교실,서울특별시 강서구 화곡동 98-83,02-2606-4144
동탄나루1교실,,
부산좌동교실,부산광역시 해운대구 좌동 1375,051-703-7955
경남함안1교실,경상남도 함안군 가야읍 말산리 457-19,
정읍시기1교실,전라북도 정읍시 초산로 10-1 (시기동),063-535-7854
시흥1교실,서울특별시 금천구 금하로 816 (벽산5단지아파트),02-802-7874
부산당감2교실,부산광역시 부산진구 당감동 499-6,
김포쌍용예가교실,경기도 김포시 장기동 2004-4,031-988-7518
의정부호원1교실,경기도 의정부시 신흥로 81 (쌍용스윗닷홈),031-826-2680
안성금산1교실,경기도 안성시 금산1길 4,031-676-4946
청주오창2교실,충청북도 청주시 청원구 오창중앙로 12 (중앙하이츠빌아파트 상가),043-217-7941
포항효자1교실,경상북도 포항시 남구 효자동 572-1,054-277-3369
대구신월성교실,대구광역시 달서구 월성동 120,053-263-1667
대구다사한라1교실,대구 달성군 다사읍 세천리 1566-14,
남원월락1교실,전라북도 남원시 용성로,
목포연산1교실,전라남도 목포시 연산로 171,
제주신광1교실,제주특별자치도 제주시 도령로7길 20 (신광아파트),
전주혁신1교실,전라북도 전주시 덕진구 틀못4길 19,
의왕오전3교실,경기도 의왕시 오전로 193 (신안아파트),031-457-7117
김해율하2교실,경상남도 김해시 율하동 1351-2,055-325-7808
전주반월1교실,전라북도 전주시 덕진구 쪽구름로 115,063-211-3149
구미산동1교실,경상북도 구미시 산동면 신당인덕1로 135 (중흥S-클래스),
양산물금3교실,경상남도 양산시 신주로 69 (신창비바패밀리아파트),
춘천석사3교실,"강원도 춘천시 석사동 724-12, 1층 능률영어학원",033-262-0540
포항두호1교실,경상북도 포항시 북구 두호동 919 우방하이츠,054-610-0553
아산음봉1교실,충청남도 아산시 음봉로 515-38 (더샵레이크시티2차아파트) 212동 502호,041-911-7834
대전원신흥2교실,대전광역시 유성구 원신흥남로12번길 42,042-823-7133
본사교육용,서울특별시 마포구 월드컵북로 396 (상암동),1577-0551
대구다사2교실,대구광역시 달성군 서재로 120 (화진금봉타운),
여수학동1교실,전라남도 여수시 쌍봉로 29 5층 (학동 신동아파밀리에아파트 앞 베스킨라빈스 건물 5층),061-922-0579
전주온빛1교실,전라북도 전주시 덕진구 안전로 199,
익산부송교실,전라북도 익산시 부송1로 110 (부송동),063-837-1114
의왕내손4교실,경기도 의왕시 내손동 643-4,031-425-0577
대전태평4교실,대전광역시 중구 태평동 554 쌍용예가아파트,
동탄청계1교실,경기도 화성시 청계동,
평택서정1교실,경기도 평택시 서정동 795,031-664-3710
휘경교실,서울특별시 동대문구 한천로 246,010-3376-8442
전남함평1교실,전라남도 함평군 대동길 5-11,061--
전주중화산3교실,전라북도 전주시 완산구 중화산로 66,063-227-0284
독산1교실,서울특별시 금천구 독산로 187 (독산동),
방학2교실,서울특별시 도봉구 방학로 175,02-3494-3355
전남무안2교실,전라남도 무안군 면성1길 139 (동아스쿨),061-453-7441
이문2교실,서울 동대문구 이문동,02-966-0505
대구읍내1교실,대구광역시 북구 칠곡중앙대로 605-8,
전주인후1교실,전라북도 전주시 덕진구 정언신로 89 (인후동1가),063-241-8477
전주효자4교실,전라북도 전주시 완산구 용리로 47 (효자동1가),063-226-2009
세종아름2교실,세종특별자치시  보듬3로 91 (아름동),044-867-5105
부천범박1교실,경기 부천시 소사구 범박동,032-341-0579
부산주례럭키1교실,"부산광역시 사상구 가야대로284번길 12 (주례동, 럭키주례아파트)",051-311-1054
대전둔산3교실,,
홍은1교실,,
목포옥암3교실,전남 목포시 옥암동,9605-7906
순천연향3지구교실,전남 순천시 연향동,061-727-1355
용인송전1교실,경기도 용인시 처인구 이동읍 경기동로705번길 13-2,010-3897-2054
세종소담1교실,세종특별자치시 소담1로 12 (소담동),010-9157-6776
구미옥계3교실,경북 구미시 옥계동,054-475-2373
순천용당1교실,전남 순천시 용당동,
순천신대6차교실,전남 순천시 해룡면 신대리,061-722-9557
광주신가1교실,광주 광산구 신창동,062-962-0104
미아2교실,서울 강북구 미아동,
여수여서2교실,전라남도 여수시 대치3길 20 2층(여수부영초등학교 앞),061-653-6200
제주연동교실,,
대구매천1교실,대구광역시 북구 매전로 14 (매천동),
대구동천3교실,,
돈암1교실,서울 성북구 돈암동,
정읍수성3교실,전북 정읍시 수성동,063-927-5285
전남나주1교실,전남 나주시,061-333-9930
양주백석태영교실,경기 양주시 백석읍,070-7553-2055
부산화명3교실,부산 북구 화명2동,051-363-5022
세종종촌1교실,세종특별자치시  달빛1로 39 (가재마을2단지),044-867-0556
양산교동교실,경남 양산시 교동,055-363-7008
제주화북1교실,제주 제주시 화북1동,064-724-1970
목포상동1교실,,
대전내동2교실,대전 서구 내동,042-527-0517
동두천지행1교실,경기 동두천시 지행동,010-3099-4546
신월8교실,서울 양천구 신월5동,02-6406-0579
전주평화3교실,전북 전주시 완산구 평화동1가,
부산온천2교실,부산 동래구 온천3동,051-505-7949
천안쌍용5교실,충청남도 천안시 서북구 월봉4로 88-12 (쌍용동),041-572-8745
진주초전1교실,경상남도 진주시 초전동 1703-5,055-763-2874
순천금당2교실,전남 순천시 해룡면 상삼리,061-722-3669
풍납1교실,서울 송파구 풍납동,02-485-4123
부산금곡1교실,부산광역시 북구 학사로 295,051-333-1187
광주계림1교실,광주 동구 계림동,062-234-5105
대전내동교실,대전 서구 내동,042-535-2600
천안두정5교실,충남 천안시 서북구 두정동,041-551-0528
익산영등교실,전북 익산시 영등동,063-836-9997
세종아름1교실,세종특별자치시  달빛로 211 (범지기마을10단지),044-862-5156
세종도담1교실,"세종특별자치시 보듬4로 9 (도담동, 도램마을11단지)",010-8225-3837
광양중마2교실,전라남도 광양시 자작길 23 (중마노르웨이숲아파트 상가건물),061-795-1205
대구국우그린빌교실,"대구광역시 북구 학남로 100 (국우동, 칠곡그린빌 5,6단지)",053-0-0
청주금천1교실,충북 청주시 상당구 금천동,043-225-0525
김제요촌2교실,전북 김제시 요촌동,063-546-9408
구미상모1교실,경북 구미시 상모동,054-463-0582
고양행신1교실,경기 고양시 덕양구 행신동,031-972-2192
본사테스트용,서울특별시 마포구 월드컵북로 396 (상암동),02--7792
천안두정4교실,충청남도 천안시 서북구 두정동 664,070-8846-3501
순천신대중흥5차교실,전라남도 순천시 해룡면 신대로 97 (중흥에스-클래스5단지아파트),010-9668-9557
광주송정1교실,광주광역시 광산구 송도로 151-1,062-942-9560
전남무안1교실,전남 무안군 청계면 도림리,061-452-8860
대전선화1교실,대전 중구 선화동,042-256-8186
대전둔산가람1교실,대전 서구 둔산3동,042-482-1389
신사1교실,서울 관악구 신사동,02-867-5284
광주신촌1교실,광주 광산구 신촌동,070-4125-0130
전주동산2교실,전북 전주시 덕진구 여의동,063-211-6763
강원홍천4교실,강원 홍천군 홍천읍 연봉리,070-7799-0976
전주인봉1교실,전북 전주시 덕진구 인후동1가,063-242-0579
화성조암교실,경기 화성시 우정읍 조암리,031-351-1386
문경흥덕1교실,경북 문경시 흥덕동,054-554-1120
용인영덕1교실,경기 용인시 기흥구 영덕동,031-212-2011
계룡엄사1교실,충청남도 계룡시 엄사면 번영10길 29-12,042--
대전천동1교실,대전광역시 동구 대전로542번길 80-47 (천동),042-286-9181
안산건건교실,경기 안산시 상록구 건건동,031-437-7915
순천신대중흥3차교실,전라남도 순천시 신대로 66 (중흥에스-클래스2단지아파트),070-2486-7966
인천송도2교실,인천광역시 연수구 송도동 190-2,032-208-0105
광양서천1교실,전남 광양시 광양읍 구산리,070-4065-9614
광주산정1교실,광주 광산구 산정동,062-961-6788
구로교실,서울 구로구 구로5동,02-864-7799
마곡1교실,서울특별시 강서구 마곡서1로 100 (마곡엠밸리6단지),02-2663-0288
청주센트럴자이교실,충청북도 청주시 상당구 단재로 316,043-295-2020
강릉교1동교실,강원 강릉시 교1동,033-641-5213
자양4교실,서울특별시 광진구 뚝섬로 535 (자양동),02-2201-6533
대전석봉1교실,대전 대덕구 석봉동,042-936-8998
성남수진1교실,경기 성남시 수정구 수진2동,031-754-9041
정읍수성2교실,전북 정읍시 수성동,063-532-6580
양주고읍1교실,,
남양주마석1교실,경기 남양주시 화도읍 마석우리,031-591-5903
아산풍기교실,충남 아산시 풍기동,070-8256-0423
