name,addr,tel
천호초교실,서울 강동구 천호동 ,02-488-2090
삼각산교실,서울 강북구 삼각산동 ,02-980-3405
장안탑교실,서울특별시 동대문구 답십리로69길 8 (장안동),02-2244-9890
금교교습소,경기도 남양주시 미금로 194-1 (다산동),031-569-3505
길동교실,서울특별시 강동구 길동 ,02-482-3405
방배1직영학원,서울특별시 서초구 방배로 248 (방배동),02-595-3405
선린초교실,"서울특별시 강동구 동남로49길 57 (둔촌동, 현대아파트)",02-487-9892
방배2직영학원,서울특별시 서초구 효령로33길 71 (방배동),02-586-3405
도덕파크교실,경기도 광명시 도덕공원로 17 (철산동),02-2060-0880
송파직영학원,서울특별시 송파구 백제고분로42길 8 (송파동),02-418-3405
대야영남교실,경기도 시흥시 은행로 174 (대야동),070-8288-4105
오류남교실,서울특별시 구로구 오류2동 ,02-2613-9909
월정교실,서울특별시 양천구 신월1동 ,02-2692-2909
구로초교실,서울특별시 구로구 구로동로42길 56 (구로동),02-868-6117
후평교실,강원도 춘천시 후석로 289 (후평동),070-7591-8123
소사교실,경기도 부천시 소사구 괴안동 ,032-342-7909
개봉한진교실,서울특별시 구로구 개봉동 ,02-2612-3305
풍양교실,경기도 남양주시 진접읍 내각리 ,031-571-5046
서울중부지사,서울특별시 송파구 송이로14길 12 (가락동),010-5004-6179
본사(서초),서울특별시 서초구 서초동 ,0234706800
광남교실,서울특별시 광진구 아차산로70길 26 (광장동),02-447-3405
서부직영학원,서울특별시 은평구 은평로8길 15-1 (응암동),02-355-3405
오금캠퍼스,"서울특별시 송파구 오금로 407 (오금동, 상아아파트)",02-400-3405
성심교실,"서울특별시 용산구 원효로 51 (산천동, 삼성테마트)",070-7151-3505
정목교실,서울특별시 양천구 목4동 ,02-6672-7842
수정교실,경기도 성남시 수정구 수진2동 ,031-755-3405
거여1교실,서울특별시 송파구 거여동 ,02-400-3032
신정교실,서울특별시 강서구 화곡동 ,02-2692-1203
거원교실,서울특별시 송파구 거여동 ,070-4419-0579
광명북초교실,경기도 광명시 철산1동 ,010-7493-0218
남구로교실,서울특별시 구로구 구로4동 ,02-863-6933
보람교실,"서울특별시 노원구 한글비석로 479 (상계동, 보람아파트1단지)",02-934-0995
우현교실,서울특별시 강서구 우현로 9-1 (화곡동),02-2645-0497
중부교실,경기도 성남시 중원구 금광동 ,031-747-2727
묘곡초교실,서울특별시 강동구 고덕동 ,02-427-3305
가양교실,서울특별시 강서구 가양동 ,02-3662-2236
망원교실,서울특별시 마포구 망원동 ,070-4113-1605
안산화성지사,"경기도 화성시 동탄순환대로20길 70 (목동, 한신더휴)",010-2470-3405
신도림대림교실,서울특별시 구로구 신도림동 ,02-3667-3405
밤섬스카이교실,"서울특별시 마포구 독막로20나길 22 (상수동, 래미안 밤섬리베뉴Ⅰ)",070-8262-0251
상천교실,서울특별시 노원구 덕릉로 459-37 (상계동),02-936-0036
NTBH교실,서울특별시 동작구 신대방동 ,02-834-5145
상경교실,"서울특별시 노원구 동일로227길 86 (상계동, 상계주공16단지아파트)",010-3575-6843
소하2교실,경기도 광명시 소하동 ,02-898-3605
삼전교실,서울특별시 송파구 삼전동 ,02-3432-0153
가락로즈교실,서울특별시 송파구 가락동 ,02-448-0509
화곡교실,서울특별시 강서구 강서로29길 56 (화곡동),02-2601-6840
AMY교실,서울특별시 양천구 신정7동 ,02-2651-0579
문현초교실,서울특별시 송파구 문정동 ,02-403-9905
괴정스타교실,부산광역시 사하구 낙동대로 154 (괴정동),051-208-3305
하늘초교실,"서울특별시 마포구 월드컵북로 502-36 (상암동, 상암월드컵파크10단지)",02-303-3405
성수캠퍼스,서울특별시 성동구 성수일로 47 (성수동1가),010-9197-6778
소사본동동문밀리언교실,경기도 부천시 소안로 10 (소사본동),032-343-7645
서림학원,서울특별시 중랑구 면목동 ,02-433-4133
영림교실,서울특별시 영등포구 시흥대로175가길 16 (대림동),02-831-3744
흑석교실,서울특별시 동작구 흑석동 ,02-6407-3305
마곡삼성영어,"서울특별시 강서구 마곡서로 133 (마곡동, 마곡엠밸리7단지)",02-2662-0535
천동교실,서울특별시 강동구 천호동 ,02-479-3599
잠실교실,서울특별시 송파구 잠실동 ,02-423-3405
중랑교실,서울특별시 중랑구 면목2동 ,02-493-0503
홍제교실,서울특별시 서대문구 홍은동 ,02-391-7665
미성교실,"서울특별시 관악구 남부순환로 1430 (신림동, 신림푸르지오아파트)",02-852-6682
톡톡강일삼성영어,서울특별시 강동구 아리수로93길 33 (강일동),010-8968-8312
파인탑교실,"서울특별시 송파구 오금로32길 31 (송파동, 래미안송파파인탑)",02-412-7905
퇴계원1교실,경기도 남양주시 퇴계원면 경춘북로558번길 14,031-569-3505
라온삼성영어수학학원,경기도 수원시 영통구 매봉로27번길 45 (매탄동),010-3901-6085
자양교실,서울특별시 광진구 뚝섬로41길 6 (자양동),02-457-3405
미아교실,서울특별시 성북구 길음동 ,02-986-0509
미사강변교실,경기도 하남시 미사강변대로226번길 26 (망월동),031-796-3353
불광수리교실,서울특별시 은평구 불광동 ,02-385-1744
벽산5단지교실,"서울특별시 금천구 금하로 816 (시흥동, 벽산5단지아파트)",070-8249-5105
원종 오정초교실,경기도 부천시 소사로794번길 51 (원종동),032-679-1033
중평교실,"서울특별시 노원구 동일로207길 186 (하계동, 학여울청구아파트)",02-977-8545
고척교실,서울특별시 구로구 경인로47다길 20 (고척동),010-4372-1438
창곡교실,경기도 성남시 수정구 위례광장로 41 #창곡동#,010-2206-7170
창녕TM교실,경상남도 창녕군 창녕읍 화왕산로 165,055-533-3885
동천 인뎁스교실,경기도 용인시 수지구 동천로 36 (동천동),031-272-0209
삼성영어 청곡교실,경기도 용인시 기흥구 덕영대로2077번길 47 (영덕동),010-6334-8374
첫마을멘토교실,"세종특별자치시  누리로 54 (한솔동, 첫마을 5단지)",010-5430-6742
도래울교실,"경기도 고양시 덕양구 도래울3로 33 (도내동, 엘에이치원흥도래울마을4단지)",010-8378-5315
문래교실,서울특별시 영등포구 문래로 79-4 (문래동3가),02-2679-2306
삼성영어 아산테크노밸리학원 ,충청남도 아산시 둔포면 아산밸리중앙로 47,010-9911-4991
배영교실,경기도 의정부시 가능로135번길 27 (의정부동),010-8976-8930
동초교실,경기도 부천시 지봉로 49 (역곡동),032-201-1033
비젼학원,충청남도 홍성군 홍성읍 조양로33번길 7-1,041-633-7635
진주지사,경상남도 진주시 대신로 318 (하대동),055-757-3405
북부지사,"서울특별시 송파구 성내천로 87 (오금동, 우방아파트)",010-7603-2927
전북지사,"충청남도 서산시 남부순환로 767 (죽성동, 죽성동 삼성아파트)",041-668-0584
강남교실,경기도 용인시 기흥구 강남동로 56 (구갈동),010-3242-7682
의서이룸교실,경기도 의정부시 둔야로49번길 15 (의정부동),031-838-7745
삼산초1교실,인천광역시 부평구 부평북로 399 (삼산동),032-526-4576
아현교실,"서울특별시 서대문구 북아현로1길 50 (북아현동, 아현역푸르지오)",02-393-6600
광성교실,경기도 광명시 철산로 43 (철산동),010-9964-9669
강명교실,서울특별시 강동구 상일로12길 54 (상일동),010-4828-5070
안평로즈교실,"서울특별시 동대문구 장한로14길 81 (장안동, 래미안 장안아파트)",010-7529-7720
인헌교실,"서울특별시 관악구 낙성대역14길 7 (봉천동, 보람아트빌라)",02-886-3482
브리즈힐교실,"경기도 부천시 옥길로 80 (옥길동, 엘에이치옥길브리즈힐)",010-7537-7735
위례푸른교실,경기도 성남시 수정구 위례동로 153 (창곡동),010-4742-6371
어룡교실,"경기도 의정부시 부용로 233 (용현동, 송산주공아파트)",010-5718-3011
제암초교실,경기도 화성시 향남읍 발안남로 51,031-354-5047
신내중앙교실,서울특별시 중랑구 신내로17길 83 (신내동),010-4020-1505
군산 리첼교실,"전라북도 군산시 수송동로 100 (수송동, 군산수송세영 리첼아파트)",010-6524-0951
시흥은계교실,"경기도 시흥시 은계중앙로 97 (은행동, 엘에이치은계센트럴타운)",031-314-2226
화계초교실,서울특별시 강북구 도봉로38길 19-7 (미아동),010-9076-5299
난향교실,서울특별시 관악구 난곡로 53 (신림동),02-857-3305
위례캠퍼스,서울특별시 송파구 위례광장로 188 (장지동),010-5339-6179
신환교실,"경기도 군포시 번영로 580 (금정동, 신환아파트)",010-3371-5729
매탄 CNA교실,"경기도 수원시 영통구 권광로260번길 36 (매탄동, 현대힐스테이트아파트)",010-8979-3648
위례중앙교실,경기도 성남시 수정구 위례광장로 320 (창곡동),010-3952-7322
미사하늬교실,경기도 하남시 미사강변대로 64 (풍산동),010-5526-3015
서울동부지사,"서울특별시 송파구 오금로 407 (오금동, 상아아파트)",010-7603-2927
삼풍교실,서울특별시 서초구 서초대로53길 25 (서초동),02-595-1182
월곡교실,"서울특별시 성북구 오패산로 46 (하월곡동, 월곡두산위브아파트)",02-904-0909
서울서북부지사,서울특별시 은평구 은평로8길 15-1 (응암동),010-2703-4721
고척캠퍼스,서울특별시 구로구 경인로 403 (고척동),02-2688-0589
TOP교실,인천광역시 남구 낙섬중로 23-1 (용현동),010-8626-5747
원중초교실,경기도 고양시 일산동구 위시티2로 43-27 (식사동),070-4153-0505
상도교실,서울특별시 동작구 장승배기로 37 (상도동),02-815-1786
금천롯데캐슬교실,"서울특별시 금천구 벚꽃로 30 (독산동, 금천롯데캐슬골드파크2차)",010-3469-6589
풍납캐슬교실,서울특별시 송파구 토성로 23 (풍납동),010-3268-9782
산들호반교실,경기도 부천시 범안로 227 (옥길동),010-3373-8126
길원초교실,서울특별시 성북구 서경로18길 6 (정릉동),010-4233-0219
도농미금교실,경기도 남양주시 미금로 37-6 (다산동),010-8782-5339
미사중앙교실,경기도 하남시 미사강변동로 73 (망월동),031-792-3305
태릉초교실,서울특별시 노원구 공릉로38길 23-6 (공릉동),010-6851-0105
버들교습소,"경기도 부천시 양지로 234-9 (옥길동, 제이드카운티 2단지)",010-7686-3539
삼성영어 더오름학원,서울특별시 은평구 은평터널로 148 (신사동),02-304-7007
서연교실,서울특별시 송파구 동남로30길 8 (오금동),010-3137-4194
에이프릴교실,"서울특별시 영등포구 양평로24길 9 (양평동5가, 양평동한신아파트)",010-7174-8040
까치울교실,경기도 부천시 삼작로 480 (작동),010-4592-8823
성내교실,서울특별시 강동구 성내로5길 24 (성내동),010-9629-3305
창일교실,서울특별시 도봉구 노해로66길 103 (창동),010-7934-3405
프라임교실,서울특별시 강서구 까치산로 151 (화곡동),010-3209-4272
관산초교실,경기도 고양시 덕양구 통일로802번길 54 (관산동),031-964-6008
에파타옥빛교실,"경기도 고양시 덕양구 백양로 27 (화정동, 옥빛마을14단지아파트)",010-8901-5737
상암초교실,서울특별시 마포구 월드컵북로 350 (상암동),02-373-5355
당산교실,서울특별시 영등포구 당산로44길 3 (당산동5가),010-6340-3405
선사교실,서울특별시 강동구 상암로3길 24 (암사동),010-7579-3405
노원1교실,서울특별시 노원구 상계로1길 24 (상계동),02-939-9905
온수현대교실,"서울특별시 구로구 부일로9길 145 (온수동, 온수빌리브)",010-9027-9133
다산진건2교실,경기도 남양주시 다산중앙로172번길 44 (다산동),010-9485-2105
상수교실,"서울특별시 노원구 동일로216길 47 (상계동, 상계주공5단지아파트)",010-2619-7483
창도교실,서울특별시 도봉구 마들로 664-11 (도봉동),02-954-8505
마장엘리트교실,서울특별시 성동구 마장로35나길 37 (마장동),02-462-2092
광장교실,서울특별시 광진구 아차산로73길 44 (광장동),02-446-5090
누원교실,서울특별시 도봉구 도봉로180나길 33-29 (도봉동),010-9696-8984
동작교실,"서울특별시 동작구 신대방1가길 38 (신대방동, 동작상떼빌아파트)",010-2408-2596
중화교실,서울특별시 중랑구 신내로7길 16 (신내동),02-491-3405
갈매1교실,경기도 구리시 갈매순환로 194 (갈매동),031-573-7303
상지초교실,서울특별시 마포구 상암산로1길 77 (상암동),010-4314-1951
태랑초교실,서울특별시 노원구 화랑로51길 38 (공릉동),010-4463-2511
갈매2교실,경기도 구리시 갈매순환로 17 (갈매동),010-9932-1026
관악푸르지오교실,서울특별시 관악구 청림6길 3 (봉천동),010-2794-2790
철산초교실,"경기도 광명시 광덕산로 26 (하안동, 광명 두산위브 트레지움)",02-899-3405
소하정희교실,경기도 광명시 금하로 464 (소하동),02-897-3602
답십리교실,서울특별시 동대문구 답십리로 140 (답십리동),010-2253-4873
정덕초교실,서울특별시 성북구 아리랑로5길 12-3 (동소문동7가),010-9133-0583
백문초영어교습소,경기도 구리시 장자대로13번길 13 (교문동),010-4235-2347
약수교실,"서울특별시 중구 동호로10길 30 (신당동, 약수하이츠)",010-2211-7011
석계교실,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",010-9168-8811
중계교실,서울특별시 노원구 한글비석로15길 19 (중계동),010-9974-5752
중곡교실,서울특별시 중랑구 면목로27길 12 (면목동),02-6052-4405
흥도초교실,경기도 고양시 덕양구 도래울로 42-4 (도내동),010-5812-8677
은계자이교실,경기도 시흥시 은계번영길 1 (은행동),010-4711-7292
다산금강2차교실,"경기도 남양주시 다산지금로146번길 117 (다산동, 금강펜테리움리버테라스2)",010-9880-4789
창경초교실,"서울특별시 도봉구 해등로25길 41 (쌍문동, 한양7차아파트)",02-992-0579
가좌교실,인천광역시 서구 가좌2동 ,032-572-0506
가현교실,인천광역시 서구 새오개로111번안길 27 (신현동),010-8338-4933
간석 신세계교실,인천광역시 남동구 호구포로 868 (구월동),032-466-0038
갈산타운교실,인천 부평구 갈산2동 ,032-503-3305
갈월초교실,인천광역시 부평구 주부토로 179 (갈산동),032-521-2588
강화제1캠퍼스,인천광역시 강화군 강화읍 갑곳리 ,032-933-8880
개흥교실,인천광역시 부평구 길주남로 87 (부평동),032-525-5447
검단초교실,"인천광역시 서구 검단로623번길 17 (마전동, 동인빌딩)",032-566-9844
검암교실,인천광역시 서구 검암로 27 (검암동),010-9199-7866
경명학원,인천광역시 서구 청라루비로 93 (경서동),010-9011-1894
계양초교실,인천광역시 계양구 황어로 120 (장기동),032-547-0945
계양효성교실,인천광역시 계양구 안남로573번길 25 (효성동),032-551-3324
고잔초교실,인천광역시 남동구 에코중앙로156번길 5-12 (논현동),032-427-3334
공촌교실,인천 서구 연희동 ,032-564-0056
관교교실,인천 남구 관교동 ,032-441-3523
관교한신교실,인천광역시 남구 관교동 인천관교한신휴플러스아파트 ,010-5343-3335
구월롯데교실,"인천광역시 남동구 호구포로 803 (구월동, 롯데캐슬골드2단지아파트)",010-2898-6078
구월샤론교실,인천광역시 남동구 구월말로28번길 2 (구월동),032-462-8135
구월서초2교실,인천 남동구 구월3동 ,032-261-1100
구월서초교실,인천 남동구 구월동 ,070-8873-6828
구월석천교실,"인천광역시 남동구 구월로 192 (구월동, 힐스테이트롯데캐슬골드1단지아파트)",010-8894-4404
구월참진교실,인천광역시 남동구 문화서로23번길 4 (구월동),010-5180-1264
구월힐스테이트,"인천광역시 남동구 구월로 192 (구월동, 힐스테이트롯데캐슬골드1단지아파트)",032-283-6460
굴포초교실,인천광역시 부평구 삼산동 ,032-291-5334
귤현캠퍼스,인천광역시 계양구 형제봉길 57 (귤현동),010-7492-6124
글로벌푸르지오교실,"인천광역시 연수구 송도문화로28번길 28 (송도동, 송도글로벌캠퍼스푸르지오)",010-5267-3001
금마초교실,인천 부평구 일신동 ,032-515-3305
금호동아교실,"인천광역시 연수구 청능대로 124 (동춘동, 금호동아아파트)",032-851-7479
남동초교실,인천광역시 남동구 장승남로 37 (만수동),032-467-8805
남촌교실,인천 남동구 남촌동 ,032)462-0504
논현교실,인천 남동구 논현동 ,032-446-4999
논현에코하이디교실,"인천광역시 남동구 논고개로 17 (논현동, 한화꿈에그린 에코메트로11단지)",010-2942-6545
논현탑캠퍼스,인천광역시 남동구 논현남로 2-4 (논현동),032-435-1605
다니엘교실,인천광역시 남구 낙섬동로 75 (용현동),032-888-0535
대화교실,인천광역시 미추홀구 장고개로36번길 25 (도화동),010-9735-8600
도담교실,인천광역시 서구 청라커낼로 223 (청라동),032-561-3405
동수교실,"인천광역시 부평구 동수로120번길 43 (부평동, 부평엘에이치2단지)",010-2225-2246
동암교실,인천 부평구 십정동 ,032-266-0363
동암초교실,인천광역시 부평구 동암남로13번길 38 (십정동),032-439-0501
동일하이빌교실,"인천광역시 연수구 능허대로 343 (동춘동, 송도 동일하이빌 파크레인)",010-6545-4543
동춘대우삼환교실,인천광역시 연수구 동춘3동 대우삼환아파트 ,032-812-3405
동춘서해교실,인천광역시 연수구 봉재산로 36 (동춘동),010-8757-5543
두산위브교실,인천광역시 서구 여우재로 130 (가좌동),010-6383-6259
루원시티교실,"인천광역시 서구 봉오재3로 66 (가정동, 루원시티프라디움)",010-8982-5722
마장교실,인천광역시 부평구 청천동 ,010-8546-0707
마전교실,인천광역시 서구 완정로 59 (마전동),032-562-3340
마전힐교실,"인천광역시 서구 검단로540번길 59 (마전동, 검단2차아이파크)",070-4898-5934
만수교실,인천 남동구 만수동 ,032-469-3305
만월교실,인천 남동구 구월동 ,032-461-5150
명선교실,"인천광역시 연수구 컨벤시아대로42번길 61 (송도동, 송도 더샵 그린애비뉴 8단지)",010-3959-5112
목향교실,인천광역시 서구 고산후로 380 (불로동),010-9704-5957
문학교실,인천광역시 미추홀구 매소홀로 556-1 (문학동),032-423-3301
미산초교실,인천 부평구 산곡동 ,032-285-3200
박촌교실,인천광역시 계양구 박촌동 ,032-554-0582
발산교실,인천광역시 서구 원당대로820번길 77 (당하동),010-5058-1589
백학교실,인천광역시 남구 매소홀로446번길 16 (학익동),010-8626-5747
부개1교실,인천 부평구 부개동 ,032-507-3305
부개3교실,"인천광역시 부평구 길주남로 144 (부개동, 부개주공아파트(3단지))",010-5443-8457
부개5단지교실,인천 부평구 부개동 ,032-504-0579
부개서초교실,"인천광역시 부평구 부일로 69 (부개동, 부개역 푸르지오)",032-527-0333
부곡교실,인천광역시 부평구 마장로272번길 57 (산곡동),032-508-3305
부광초교실,인천 부평구 부개3동 ,032-203-7441
부평남교실,인천 부평구 부평동 ,032-514-8828
부평북교실,인천광역시 부평구 주부토로280번길 16 (갈산동),010-7474-0982
부평산곡직영교실,인천광역시 부평구 마장로324번길 64 (산곡동),010-8337-9900
부평스마일교실,"인천광역시 계양구 어사대로 8 (계산동, 대영리치빌)",010-4997-6059
부평지사,인천광역시 부평구 화랑남로 14 (산곡동),032-529-2311
부현동초교실,인천광역시 계양구 도두리로 58 (작전동),032-551-3030
부흥2캠퍼스,인천광역시 부평구 부평문화로141번길 42 (부평동),010-2982-3810
불로교실,인천광역시 서구 검단로744번1길 30 (불로동),010-5628-9446
산곡남초교실(조이플러스),인천 부평구 산곡2동 ,032-204-3217
산곡우성교실,인천광역시 부평구 산곡동 ,010-3047-1336
산곡현대직영교실,인천광역시 부평구 화랑남로 14 (산곡동),032-529-2311
삼산타운 2단지교실,인천 부평구 삼산동 ,032-295-1122
삼산타운교실,"인천광역시 부평구 굴포로 105 (삼산동, 삼산타운주공아파트)",010-5514-5334
삼성영어 도화초교실,인천광역시 남구 경인로 242-13 (도화동),010-7275-4111
삼성영어 장수초교실,인천광역시 남동구 인주대로887번길 59 (만수동),032-467-3405
상인천초교실,인천광역시 남동구 석산로 125 (간석동),032-205-1111
상정1교실,인천광역시 부평구 상정로 34 (십정동),010-6570-0319
서림초교실,인천 동구 송림동 ,032-465-2940
서면초교실,인천 연수구 동춘동 ,070-8995-3307
서운교실,"인천광역시 계양구 효서로 393 (작전동, 까치마을태화.한진아파트)",010-2509-1772
서창 센트럴 푸르지오교실,인천광역시 남동구 서창남순환로 55 (서창동),032-462-3505 
서창 호반교실,인천광역시 남동구 서창남순환로216번길 12 (서창동),010-6609-6484
서창교실,인천 남동구 서창동 ,032-465-3323
서창꿈에그린교실,인천광역시 남동구 운연천로 11 (서창동),010-9704-5595
서화캠퍼스,인천광역시 남구 숙골로 120 (도화동),010-7633-8811
석정초교실,인천광역시 남동구 방축로 503 (간석동),032-431-9505
선학교실,인천광역시 연수구 선학로68번길 4 (선학동),032-811-5241
성리초교실,인천 남동구 구월1동 ,032-466-1903
성지교실,인천광역시 계양구 아나지로247번길 11 (효성동),032-553-8852
소래4단지교실,인천광역시 남동구 논고개로68번길 32 (논현동),010-3738-5230
소래초교실,인천광역시 남동구 포구로 64-8 (논현동),032-425-3305
송도 센시티교실,"인천광역시 연수구 송도국제대로 261 (송도동, 송도 더샵 센트럴시티)",010-6207-2495
송도송명교실,"인천광역시 연수구 송도문화로28번길 27 (송도동, 호반베르디움)",010-6733-3696
송도이편한교실,"인천광역시 연수구 랜드마크로 113 (송도동, e편한세상 송도)",010-7449-5584
송도풍림교실,인천광역시 연수구 송도동 ,010-7759-7428
송도호반교실,"인천광역시 연수구 송도문화로84번길 84 (송도동, 베르디움 더퍼스트)",010-5704-3371
송도Sk뷰교실,"인천광역시 연수구 랜드마크로 19 (송도동, 송도 SK VIEW)",010-9934-2227
송원교실,"인천광역시 연수구 송도과학로27번길 55 (송도동, 롯데캐슬 캠퍼스타운)",032-814-0608
송현교실,인천광역시 동구 송현동 ,032-777-3405
숭의교실,인천 남구 숭의동 ,032-203-4630
신대초교실,인천광역시 계양구 계산새로 110 (계산동),032-282-3305
신정초교실,"인천광역시 연수구 컨벤시아대로130번길 32 (송도동, 송도자이하버뷰2단지아파트)",032-831-7713
신현교실,인천 서구 신현동 ,032-581-0005
신흥초교실,인천 중구 답동 ,032-773-0505
썬에듀교실,"인천광역시 부평구 부일로113번길 11 (부개동, 대동아파트)",010-9496-6625
아이원학원,인천광역시 계양구 동양로 107 (동양동),032-547-9544
안남교실,인천광역시 계양구 경명대로1114번길 21 (계산동),010-3325-1095
약산초교실,인천광역시 남동구 경인로644번길 56 (간석동),032-428-3405
에일린교실,"인천광역시 서구 청라커낼로 300 (청라동, 청라센트럴에일린의뜰)",010-4701-4854
연세(서흥초교실)학원,인천 동구 송림6동 ,032-762-9302
연수 선학교실,인천 연수구 선학동 ,032-811-1066
연수초교실,인천 연수구 연수3동 ,032-811-6561
연안캠퍼스,인천광역시 중구 연안부두로53번길 35 (항동7가),010-6338-1246
연학초교실,인천광역시 남구 학익2동 ,032-874-6060
연화초교실,인천 연수구 연수동 ,032-811-3305
연희제1캠퍼스,인천광역시 서구 연희동 ,032-563-5004
연희제2교실,인천광역시 서구 탁옥로 14 (심곡동),010-7907-5001
영종 스카이시티교실,"인천광역시 중구 하늘별빛로 111 (중산동, 스카이시티자이)",010-3279-5232
영종우미린2차교실,"인천광역시 중구 하늘달빛로 113 (중산동, 하늘도시우미린2단지)",010-4166-3756
영종푸르지오자이교실,"인천광역시 중구 은하수로 412 (운남동, 영종센트럴 푸르지오자이)",010-9450-2812
영종한라비발디교실,"인천광역시 중구 하늘별빛로 86 (중산동, 인천 영종하늘도시 한라비발디아파트)",010-2747-7271
옥련탑교실,인천광역시 연수구 한진로 5 (옥련동),032-888-0579
올리브교실,인천 남동구 간석동 ,032-462-3305
용일초교실,인천 남구 주안동 ,032-873-3301
용현캠퍼스,인천광역시 미추홀구 매소홀로 167 (용현동),010-9004-4374
원동제1교실,인천 남동구 논현동 ,032-425-2505
이화후정교실,인천광역시 부평구 영성서로 38 (삼산동),010-5806-9880
인동초교실,인천 남동구 만수3동 ,032-428-3305
인수초교실,인천광역시 남동구 백범로124번길 7 (만수동),010-3321-9798
인천만월교실,인천광역시 남동구 인하로 616 (구월동),010-2267-9557
일신캠퍼스,인천광역시 부평구 항동로75번길 9 (일신동),010-8982-9153
임학교실,인천광역시 계양구 임학동 ,032-554-7525
임학해븐교실,인천광역시 계양구 장제로 876 (병방동),010-4944-5498
작전교실,인천 계양구 작전동 ,032-266-0979
장도초교실,인천광역시 남동구 논현동 ,032-433-3405
주안남초교실,인천 남구 주안동 ,032-426-7007
주안아이엔교실,인천광역시 남구 석정로375번길 11 (주안동),010-9355-5108
주안초교실,인천 남구 주안동 ,032-873-3201
지혜교실,인천 부평구 부평4동 ,032-502-7933
청라교실,인천 서구 연희동 ,032-575-9991
청라노블클래스교실,인천광역시 서구 보석로 41 (청라동),010-8860-2714
청라칭찬교실,인천광역시 서구 청라에메랄드로133번길 7 (연희동),032-566-3305
청람초교실,"인천광역시 서구 청라한울로 95 (경서동, 청라제일풍경채)",010-9173-0325
청량교실,인천광역시 연수구 동춘동 ,010-3126-0917
청일초교실,"인천광역시 서구 청라커낼로 163 (청라동, 청라29블럭호반베르디움)",032-567-5569
청파사관학원,인천광역시 남동구 경인로 520 (간석동),032-424-0606
청학초교실,인천 연수구 청학동 ,032-815-3305
초은교실,인천광역시 서구 연희동 ,010-5502-7228
톡톡 삼성영어,인천광역시 서구 경서동 ,032-564-7993
퍼스트파크교실,인천광역시 연수구 컨벤시아대로 43 (송도동),010-4612-9169
푸르지오 하버뷰교실,"인천광역시 연수구 컨벤시아대로130번길 80 (송도동, 송도 푸르지오 하버뷰)",010-4616-1918
푸르지오교실,인천 부평구 청천동 ,032-503-5589
