name,addr,tel
GOLFZON PARK 중동 스마일골프,"경기 부천시 원미구 조마루로285번길 50 (중동,골드존타워 8층 801호)",032-324-2232
GOLFZON PARK 중동 시청,경기 부천시 중동 1035 성원빌딩6층,032-361-7777
GOLFZON PARK 중동 OK스크린,경기 부천시 중동 1126-2 아이타워2층,032-329-7708
GOLFZON PARK 금곡 애플스크린,경기 성남시 분당구 궁내동 344-1,031-714-0753
GOLFZON PARK 금곡 위너스,경기 성남시 분당구 금곡동 106-2 소곡회관 지하1층 위너스스크린골프,031-1577-3288
GOLFZON PARK 삼평 가르텐,경기 성남시 분당구 삼평동 670 유스페이스1동지하1층b126호,031-724-2626
GOLFZON PARK 삼평 유스페이스,경기 성남시 분당구 삼평동 670 유스페이스1동  B126호 유스페이스스크린,031-724-2626
GOLFZON PARK 서현 W,경기 성남시 분당구 서현동 260-6 웰빙프라자 5층,031-702-0079
GOLFZON PARK 서현 골프존24,"경기 성남시 분당구 서현동 273-1 207, 208호",031-781-7700
GOLFZON PARK 수내 24,경기 성남시 분당구 수내동 22-3 다운타운빌딩 701호,031-712-1008
GOLFZON PARK 수내 JUN스크린,경기 성남시 분당구 수내동 7-1 대덕글로리빌딩 204호,031-719-0790
GOLFZON PARK 운중 서판교,경기 성남시 분당구 운중동 945 마크시티(블루)빌딩 10층,031-8017-0321
GOLFZON PARK 운중 남서울,경기 성남시 분당구 운중로 142 (판교메디컬타워) 10층,031-8016-6789
GOLFZON PARK 정자 w스크린,경기 성남시 분당구 정자동 159-4 젤존타워2,031-786-1500
GOLFZON PARK 정자 G파크,경기 성남시 분당구 정자동 8-4 태남프라자 807호,031-717-0873
GOLFZON PARK 복정 JR스크린,경기 성남시 수정구 복정동 663-6 B2층,031-754-0771
GOLFZON PARK 복정 세븐골프존,경기 성남시 수정구 복정동 674-4 2층,031-753-9877
GOLFZON PARK 위례 중앙광장,경기 성남시 수정구 창곡동 509-3 아이에스센트럴 타워 9층,031-756-3373
GOLFZON PARK 위례 랜드마크,경기 성남시 수정구 창곡동 513 11층,031-759-7931
GOLFZON PARK 위례 지앤지,경기 성남시 수정구 창곡동 546 지앤지프라자 5층,031-733-6600
GOLFZON PARK 상대원 이일천,경기 성남시 중원구 상대원동 144-5 중앙인더스피아2차 207호,031-737-6105
GOLFZON PARK 성남 킹스크린,경기 성남시 중원구 성남동 2317 2층 킹스크린골프존,031-755-0753
GOLFZON PARK 고색 산업단지,경기 수원시 권선구 고색동 1143,031-291-5988
GOLFZON PARK 권선 홀인원골프,경기 수원시 권선구 권선동 1296-7 베스토아 701호,031-236-3633
GOLFZON PARK 매탄 라이프골프,경기 수원시 영통구 매탄동 1276 6층,031-215-8822
GOLFZON PARK 영통 렛츠골프,경기 수원시 영통구 영통동 952-3 렛츠골프,031-273-0782
GOLFZON PARK 영통 영통스크린,경기 수원시 영통구 영통동 998-1 평익프라자 702호,031-202-2020
GOLFZON PARK 영통 스윙스크린,경기 수원시 영통구 영통동 998-9 럭셔리프라자9층,031-282-0100
GOLFZON PARK 원천 원천스크린,경기 수원시 영통구 원천동 78-103 원천스크린,031-217-7100
GOLFZON PARK 광교 광교역,경기 수원시 영통구 이의동 1248 리치프라자(1) 9층 광교 골프존,031-211-0907
GOLFZON PARK 광교 경기대,경기 수원시 영통구 이의동 1258-4 경기캠퍼스프라자 5층,031-213-0753
GOLFZON PARK 이목 파인스크린,경기 수원시 장안구 이목동 897 3층,031-269-7600
GOLFZON PARK 정자 수원정자,경기 수원시 장안구 정자동 872-2 308 골프존비전(정자점),031-269-7799
GOLFZON PARK 조원 필골프존,경기 수원시 장안구 조원동 894 일호골든타워 6층,031-253-0733
GOLFZON PARK 우만 동수원골프,경기 수원시 팔달구 우만동 561-8 아이월드1층,031-216-7753
GOLFZON PARK 인계 OK골프,경기 수원시 팔달구 인계동 1017-5 3층 OK골프,031-222-6999
GOLFZON PARK 인계 포시즌,경기 수원시 팔달구 인계동 1023-2,031-232-1872
GOLFZON PARK 인계 원일베네스트,경기 수원시 팔달구 인계동 1118-2,031-236-0100
GOLFZON PARK 능곡 능곡스크린,경기 시흥시 능곡동 747 광장프라자,031-317-8597
GOLFZON PARK 대야 오토반골프,경기 시흥시 대야동 454-6 은수빌딩 3층,031-318-1122
GOLFZON PARK 대야 베스트골프,경기 시흥시 대야동 540-1 베스트프라자,031-314-9898
GOLFZON PARK 정왕 킹골프존,경기 시흥시 배곧3로 86 센타프라자2차 7층,031-434-4005
GOLFZON PARK 정왕 라인배곧,경기 시흥시 배곧4로 87 베스트프라자,031-433-4000
GOLFZON PARK 정왕 중앙배곧,경기 시흥시 서울대학로264번길 26-32 725~730호 배곧중앙프라자,031-319-0708
GOLFZON PARK 신천 에이스골프,경기 시흥시 신천동 709-32 시흥5차푸르지오 B120호,031-314-7470
GOLFZON PARK 월곶 백억스크린,경기 시흥시 월곶동 1011-18,031-404-0708
GOLFZON PARK 은행 은계,경기 시흥시 은행동 32-6 아리테타워 7층,031-365-3251
GOLFZON PARK 은행 삼은스쿨,경기 시흥시 은행동 528-1 삼은넥스타운 5층,031-316-0079
GOLFZON PARK 정왕 인필드,경기 시흥시 정왕동 1726-4 한성타운 5층,031-431-7552
GOLFZON PARK 정왕 조인스크린,경기 시흥시 정왕동 1782-9 번지 2층,031-496-0753
GOLFZON PARK 정왕 시화,경기 시흥시 정왕동 1855-16 트리플프라자,031-497-0754
GOLFZON PARK 조남 목감점,경기 시흥시 조남동 652-6 센타프라자 8층,031-402-0755
GOLFZON PARK 하중 평화스크린,경기 시흥시 하중동 875-1 조은프라자,031-435-4747
GOLFZON PARK 고잔 영풍스크린,경기 안산시 단원구 고잔동 533-3 영풍맘모스프라자 지하1층 제1호,031-411-6006
GOLFZON PARK 고잔 탑스크린,경기 안산시 단원구 고잔동 539-2 (롯데시네마건물5층),031-484-2282
GOLFZON PARK 고잔 골프존마을,경기 안산시 단원구 고잔동 708 웅신아트플라자 701호,031-403-8880
GOLFZON PARK 고잔 비전스크린,경기 안산시 단원구 고잔동 768 월드타운D동 312호,031-401-7553
GOLFZON PARK 고잔 메이저골프,경기 안산시 단원구 고잔동 775 폴리타운B동4층,031-410-8289
GOLFZON PARK 목내 금석스크린,경기 안산시 단원구 목내동 457 광양프론티어 416,031-492-2300
GOLFZON PARK 선부 골프시티24,"경기 안산시 단원구 선부동 1085 오렌지팩토리, 지하2층",031-1899-0759
GOLFZON PARK 초지 성곡타원,경기 안산시 단원구 성곡동 645-5 6층,031-491-4800
GOLFZON PARK 신길 비바골프존,경기 안산시 단원구 신길동 1483,031-503-9343
GOLFZON PARK 원곡 라성골프존,경기 안산시 단원구 원곡동 846-3,031-480-9879
GOLFZON PARK 초지 스마트허브,경기 안산시 단원구 원시동 774-3,031-492-5577
GOLFZON PARK 초지 강욱순골프,경기 안산시 단원구 초지동 673-1,031-494-0300
GOLFZON PARK 초지 이글스크린,경기 안산시 단원구 초지동 728-4 초지동로 61,031-484-0952
GOLFZON PARK 초지 오렌지골프,경기 안산시 단원구 초지동 735-1,031-401-0233
GOLFZON PARK 초지 극동스크린,경기 안산시 단원구 초지동로7(극동스포랜드) 3층 302호 극동비젼스크린,031-402-7001
GOLFZON PARK 사동 로얄스크린,경기 안산시 상록구 감골로 161 청송빌딩,031-408-2238
GOLFZON PARK 건건 반월스크린,경기 안산시 상록구 건건동 904 재진빌딩5층,031-502-8245
GOLFZON PARK 본오 안산골프존,경기 안산시 상록구 본오동 877-8 5층 505호,031-408-4700
GOLFZON PARK 부곡 더조은골프,경기 안산시 상록구 부곡동 685-2 경기안산시상록구성호로14길7,031-418-6607
GOLFZON PARK 사동 상록비전,경기 안산시 상록구 사동 1318-1 상록프라자3층,031-415-0755
GOLFZON PARK 안산 위너스점,경기 안산시 상록구 사동 1531 패션타운 B동 2층 213호,031-409-0759
GOLFZON PARK 성포 스타스크린,경기 안산시 상록구 성포동 583-5 예술프라자 507호,031-401-4999
GOLFZON PARK 월피 대명스크린,경기 안산시 상록구 예술광장로 25 401~404  풍전빌딩,031-482-5500
GOLFZON PARK 월피 스카이골프,경기 안산시 상록구 월피동 445-1 다농마트10층 1004호,031-410-2345
GOLFZON PARK 안성 계동점,경기 안성시 계동 203-17,031-673-0753
GOLFZON PARK 내리 중앙대학로,경기 안성시 대덕면 내리 160-5 2층,031-677-7878
GOLFZON PARK 안성 중앙점,경기 안성시 옥산동 80-7,031-673-0755
GOLFZON PARK 석정 태영스크린,경기 안성시 중앙로302번길 13 외2필지,031-674-7800
GOLFZON PARK 관양 동화스크린,"경기 안양시 동안구 관양동 1019-5 B102,B103",031-8033-7811
GOLFZON PARK 관양 동편스크린,경기 안양시 동안구 관양동 1725 동편프라자 5층,031-424-0759
GOLFZON PARK 관양 오비즈골프,경기 안양시 동안구 관양동 1802 오비즈타워1층 101~105호,031-450-3669
GOLFZON PARK 관양 월드비전2,경기 안양시 동안구 관양동 920-4,031-426-9500
GOLFZON PARK 관양 월드비전,경기 안양시 동안구 관양동 946-2 월드비젼 골프존,031-348-1300
GOLFZON PARK 관양 갤럭시,경기 안양시 동안구 관양동 954-77 메디엔빌딩 2층,031-452-2201
GOLFZON PARK 관양 에이스,경기 안양시 동안구 관양동 980-5 1층,031-422-9800
GOLFZON PARK 비산 파란골프,경기 안양시 동안구 비산동 1059 키즈맘센터 4층 파란골프,031-476-2477
GOLFZON PARK 비산 에비뉴골프,경기 안양시 동안구 비산동 550-1,031-464-0999
GOLFZON PARK 호계 대신골프존,"경기 안양시 동안구 엘에스로91번길46-24  403호 대신골프존(호계동,대림프라자)",031-477-0755
GOLFZON PARK 평촌 탑골프,경기 안양시 동안구 평촌동 916 평촌주차빌딩5층,031-385-4200
GOLFZON PARK 호계 아크로,경기 안양시 동안구 호계동 713 호계아크로리버,031-397-1237
GOLFZON PARK 호계 진선스크린,경기 안양시 동안구 호계동 897 6,031-456-3337
GOLFZON PARK 안양 팬더스크린,경기 안양시 만안구 안양동 1319-14 (3층) 팬더스크린,031-464-9995
GOLFZON PARK 안양 민아트골프,"경기 안양시 만안구 안양동 369 민아트빌딩  3층,  민아트골프존",031-345-5755
GOLFZON PARK 안양 한마음골프,경기 안양시 만안구 안양동 40-8 (1층),031-471-0751
GOLFZON PARK 안양 JJ스크린,경기 안양시 만안구 안양동 695-208 지하 JJ스크린,031-446-3939
GOLFZON PARK 광적 단스크린,경기 양주시 광적면 가납리 873 2층 단스크린골프,031-855-4221
GOLFZON PARK 회천 옥정중앙,경기 양주시 옥정동 963-13,031-866-0005
GOLFZON PARK 가남 현대스크린,경기 여주시 가남읍 태평리 141-63 현대빌딩4층,031-882-7703
GOLFZON PARK 궐동 한흥,경기 오산시 궐동 6-17,031-375-2207
GOLFZON PARK 누읍 오산센터,경기 오산시 누읍동 270,070-8888-7020
GOLFZON PARK 수청 세교,경기 오산시 수청동 617-6,031-377-7145
GOLFZON PARK 오산 PGA골프,경기 오산시 오산동 925-12 거성프라자 7층,031-372-7999
GOLFZON PARK 세마 CC스크린,경기 오산시 외삼미동 427-1 제이엘통상,031-375-0722
GOLFZON PARK 세마 독산성골프,경기 오산시 지곶동 257,031-376-2911
GOLFZON PARK 공세 삼성,경기 용인시 기흥구 공세동 734-6,031-274-8870
GOLFZON PARK 구갈 프라임,경기 용인시 기흥구 구갈동 351 허브스포츠센터 3층305.306호,031-282-9291
GOLFZON PARK 구갈 K2스크린,경기 용인시 기흥구 구갈동 388-1 2층,031-282-5382
GOLFZON PARK 보정 지젤스크린,경기 용인시 기흥구 보정동 1277 지젤스포츠클럽 2층,031-889-2008
GOLFZON PARK 서천 우진스크린,경기 용인시 기흥구 서천동 360,031-273-0770
GOLFZON PARK 흥덕 오토허브,경기 용인시 기흥구 영덕동 21-1,031-5182-5877
GOLFZON PARK 중동 동백골드,경기 용인시 기흥구 중동 829 골드프라자 A동 10층 1003호,031-693-8880
GOLFZON PARK 동백 에이스골프,경기 용인시 기흥구 중동 848-3 에이스프라자 7 F 701호,031-8005-7271
GOLFZON PARK 동천 K스크린,경기 용인시 수지구 동천동 148,031-276-0070
GOLFZON PARK 상현 위너스,경기 용인시 수지구 상현동 1117-2 프리미어타워 9층,031-202-7070
GOLFZON PARK 상현 토마토골프,경기 용인시 수지구 상현동 12-3 토마토프라자403호,031-276-0756
GOLFZON PARK 상현 나눔스크린,경기 용인시 수지구 상현동 824 쌍용2차 상가동 B1,031-276-5001
GOLFZON PARK 신봉 비전파이브,경기 용인시 수지구 신봉동 899 부광타워 1층,031-262-0742
GOLFZON PARK 신봉 굿샷스크린,경기 용인시 수지구 신봉동 964-1,031-896-1503
GOLFZON PARK 풍덕천 수지24,경기 용인시 수지구 포은대로 467 수지푸르지오월드마크 201호,031-889-7777
GOLFZON PARK 남동 궁전스크린,경기 용인시 처인구 남동 143-2,031-336-3611
GOLFZON PARK 역북 용인골프존,경기 용인시 처인구 역북동 597 (명지로81)용인상공회의소3층,031-334-0999
GOLFZON PARK 역삼 라베스크린,경기 용인시 처인구 역북동 748-2,031-321-0753
GOLFZON PARK 삼동 삼호스크린,경기 의왕시 삼동 124-8 삼호스크린골프,031-461-5033
GOLFZON PARK 부곡 필스크린,경기 의왕시 삼동 160-63,031-462-0753
GOLFZON PARK 오전 홀인원,"경기 의왕시 오전천로13 천용빌딩3,4층",031-429-8866
GOLFZON PARK 청계 에이스타워,경기 의왕시 포일동 657-2,031-347-8207
GOLFZON PARK 포일 인덕원,경기 의왕시 포일동 664 ....3층 인덕원비젼스크린골프,031-425-0701
GOLFZON PARK 가능 볼트스크린,경기 의정부시 가능동 106-44,031-928-5830
GOLFZON PARK 의정부 제이몰골프,"경기 의정부시 가능동 89-1 1,2층",031-878-3200
GOLFZON PARK 금오 해피스크린,경기 의정부시 금오동 120,031-847-8025
GOLFZON PARK 자금 라운지,경기 의정부시 금오동 471-1 해피타워10층 1001호,031-853-0036
GOLFZON PARK 송산 JS1골프,경기 의정부시 민락동 838 진산프라자 4층,031-875-2700
GOLFZON PARK 신곡 힐탑골프,경기 의정부시 신곡동 431-1 힐탑골프타운,-1644-0974
GOLFZON PARK 신곡 북부청사,경기 의정부시 신곡동 764-1,031-851-5808
GOLFZON PARK 송산 JS2골프,경기 의정부시 오목로205번길 35 진산프라자2 6층 js2스크린,031-876-1188
GOLFZON PARK 송산 우리골프존,"경기 의정부시 용현동 222-7 강동석 정형외과 3,4층",031-821-5353
GOLFZON PARK 송산 천지연골프,경기 의정부시 용현동 24,031-845-7700
GOLFZON PARK 의정부 부광연습장,경기 의정부시 의정부동 12 1층,031-821-8855
GOLFZON PARK 의정부 임페리얼,경기 의정부시 의정부동 99-2,031-878-1872
GOLFZON PARK 호원 스타,경기 의정부시 호원동 434,031-873-0879
GOLFZON PARK 갈산 25스크린,경기 이천시 갈산동 219-24,031-635-9424
GOLFZON PARK 증포 한성스크린,경기 이천시 갈산동 667 3층 한성스크린,031-637-0753
GOLFZON PARK 관고 양정골프존,경기 이천시 관고동 213,031-636-0709
GOLFZON PARK 마장 오천스크린,경기 이천시 마장면 오천리 115-1,031-632-5007
GOLFZON PARK 장호원 SUN골프,경기 이천시 장호원읍 진암리 309-4,031-641-0782
GOLFZON PARK 중리 해피24,경기 이천시 중리동 38-19,031-634-0753
GOLFZON PARK 진리 굿샷골프존,경기 이천시 진리동 51-4 2동1호,031-631-8686
GOLFZON PARK 운정 제일,경기 파주시 동패동 1758 901~4호,031-942-8207
GOLFZON PARK 송탄 빅토리점,경기 평택시 도일동 995-8,031-664-0708
GOLFZON PARK 비전 홍진스크린,경기 평택시 비전동 630-12 비전빌딩 지하2층 스포츠아트,031-657-7671
GOLFZON PARK 용이 젤존골프존,경기 평택시 용이동 597-5 2층,031-656-1737
GOLFZON PARK 팽성 송원스크린,경기 평택시 팽성읍 근내리 288-1,031-652-8877
GOLFZON PARK 선단 레몬스크린,경기 포천시 선단동 461-1,031-543-0775
GOLFZON PARK 일동 하나골프존,경기 포천시 일동면 기산리 290-6,031-536-7070
