name,addr,tel
건강샘온누리,"서울 은평구  갈현로 300, 206호(갈현동)",02-356-6307
건강온누리,강원 원주시 개운동  115-4,033-766-4583
건강온누리,경기 남양주시 화도읍 맷돌로 118 (중흥프라자 105호),031-559-6334
건강온누리,경기 부천시 소사구 소사본2동 96-52 1층,032-345-8114
건강온누리,"경기 성남시 분당구  백현로101번길 16, 2층(수내동, 대덕프라자)",031-715-2159
건강온누리,"경남 창원시 진해구  충장로657번길 28, 116호(장천동, 이엠시터빌딩)",055-542-1981
건강온누리,경남 통영시 광도면 죽림리 1578-2 한선파라디움 1층 101,055-643-3525
건강온누리,경북 포항시 북구 흥해읍 중성로32번길 21,054-261-4301
건강온누리,"광주 서구  상무대로 1046, 1층 107호(화정동, 포비타워)",062-385-7788
건강온누리,"광주광역시 북구 서암대로 37 (운암동, 1층)",062-526-5700
건강온누리,대구 동구 율하동 1438 동흥광장타워1층 110호,053-961-3721
건강온누리,"서울 강남구  삼성로 212 B동 1층 195호(대치동, 은마아파트)",02-562-1377
건강온누리,"서울 관악구  남부순환로 1715 (봉천동,신우빌딩)",070-7740-3349
건강온누리,서울 금천구 시흥동 883,02-893-0530
건강온누리,서울 동작구 상도동  170-2,02-815-1120
건강온누리,"서울 송파구  양재대로 1222, 2층(방이동, 올림픽프라자)",02-404-9620
건강온누리,서울 송파구 잠실본동 309번지,02-3431-4959
건강온누리,"서울 양천구 오목로 350 (목동,목동썬텍시티1층)",02-2645-5538
건강온누리,"서울 영등포구 신풍로 113, 105(신길동,시원빌딩)",02-831-6008
건강온누리,서울시 강서구 화곡동 776-7,02-2642-0012
건강온누리,서울시 광진구 자양동 646-20,02-457-2078
건강온누리,서울시 구로구 개봉동 33-31 1층,02-2617-3594
건강온누리,서울시 중랑구 신내동 613-10 낙원빌딩 1층,02-3422-3097
건강온누리,"울산 남구  남산로 386, 103-2호(신정동, 시티파라다이스)",052-265-1470
건강온누리,인천 연수구 연수동 598 1층,032-815-2660
건강온누리,전북 익산시 고현로 118 (모현동1가),063-858-3888
건강온누리,충청북도 제천시 신백동 150-5,043-642-4300
건강제일온누리,서울 중랑구 중화동  288-1 두암빌딩 1층,02-491-1114
건강한세상온누리,경기 안산시 고잔동 708번지 웅신아트 1층,031-439-6557~8
건강한온누리,경기 화성시 봉담읍 삼천병마로 621(101호),070-8874-4703
건강한온누리,"경남 창원시 마산회원구  양덕로 190, 104호(석전동)",055-295-2268
건강한온누리,"광주 남구  효우로 79, 1층 102호 (노대동, 진원메디프라자)",062-675-1185
건강한온누리,부산 중구 부평동1가  1-2번지,051-242-1089
건강한온누리,부산 해운대구  해운대로61번길 106 (반여동),051-784-0112
건강한온누리,서울 강서구 화곡동 369-8 1층,02-2606-0012
건강한온누리,전남 곡성군 옥과면 옥과리 75-3 1층,061-363-6011
건대온누리,"서울 광진구  능동로 110, 지하2층 B203-1,B204GH(화양동,스타시티 영존 )",02-457-7999
건대온누리,"서울 광진구  능동로 110, 지하2층 B203-1,B204GH(화양동,스타시티 영존)",02-457-7999
검단온누리,"인천 서구  완정로 18, 104호(마전동,한윤메디칼)",032-564-8894
경남온누리,경상남도 창원시 마산합포구 남성동 184,055-248-7171
경북온누리,경북 경주시 동천동  769-5,054-777-3315
경북온누리,대구 중구  동덕로30길 45 (동인동4가),053-254-1985
경산종합온누리,경북 경산시 중방동 851-5,053-815-6687
경성온누리,경남 창원시 마산합포구 두월동1가  2-3 (1층),055-242-4212
경희온누리,"경기 안성시 대덕면 서동대로 4723, 1층 103호(중앙센트럴빌딩)",031-672-1629
경희온누리,서울 동대문구 회기동 42-10 1층,02-3295-0055
계룡온누리,충남 계룡시 엄사면 엄사리 172-4,042-841-3580
계림온누리,경북 경주시 황성동 472-22,054-772-7557
계산온누리,서울 성북구 동선동1가 46-2,02-925-4551
계산온누리,인천 계양구 계산동 931-35번지,032-541-4422
계양온누리,"인천 계양구  장제로 910, 1층 101호(병방동)",032-541-5401
고강녹십자온누리,"경기 부천시 오정구  역곡로 480, 1층(고강동)",032-681-9222
고덕경희온누리,서울 강동구 명일동 46-1 명성프라자 1층 1호,02-429-5885
고명온누리,서울 서초구 우면동 64-2 선일상가 101,02-2057-3448
고성희온누리,서울시 금천구 시흥5동 926-13,02-808-3616
고운길온누리,"세종특별자치시 마음로 272-4, 1층 109호(고운동)",070-7716-7577
고운빛온누리,대구 중구 삼덕동2가 45 분홍빛으로병원1층 104호,053-424-3253
고은온누리,서울 강동구  천호대로 1153(길동),02-477-9403
고은온누리,서울 동작구 대방동  385-13,02-826-8347
공감365온누리,"서울 용산구  한강대로 100, 지하1층 B113호(한강로2가,아모레퍼시픽사옥)",02-6325-2580
공생온누리,서울 종로구 종로5가 193-17 1층,02-2277-1366
공신온누리,경기도 파주시 파주읍 파주리 432,031-952-5932
공원온누리,서울 영등포구 영등포동 580-8 102,02-836-2086
공항메디칼온누리,"서울 강서구  공항대로 38, 지하1층 (공항동, 공항메디칼)",02-3664-5157
공항시장샘온누리,"서울 강서구  방화동로 37 (방화동, 메디스타워 1층)",02-2064-2204
과천청사온누리,경기 과천시 중앙동 1번지 정부과천청사 안내동 1층,02-2110-5928
관악온누리,"서울 관악구  봉천로 488, 102호 (봉천동, 서호빌딩)",02-871-5400
관악정성온누리,"경기 안양시 동안구  학의로 24, 119호(비산동, 관악타운종합상가)",031-383-1862
관양온누리,"경기 안양시 동안구  관악대로 387, 101호(관양동)",031-421-1320
관저온누리,"대전 서구 관저중로 72,102(관저동)",042-541-7570
광교온누리,"경기 수원시 영통구  센트럴타운로 85, C동 B11호(이의동, SUMMIT PLACE 광교)",031-211-0535
광교팜온누리,"경기 용인시 수지구  광교중앙로 304, 105호(상현동, 미주프라자)",031-217-9986
광명온누리,경기 안성시  장기로 42(인지동),031-675-4460
광명온누리,대구 서구 평리동 1491-1,053-557-7215
광명훼미리온누리,"경기 광명시 광명동 342-12 4,5호",02-2617-7205
광복온누리,"경기 광명시  광복로 64, 1층(철산동)",02-2625-3007
광장온누리,경기 의정부시  용민로 493(민락동),031-852-4332
광장온누리,서울 관악구 신림동 1516-2,02-886-3509
광장온누리,"서울 금천구  금하로 710 (시흥동, 1층)",02-803-7549
광장온누리,서울 도봉구 창동 16 제일빌딩 101~104호,02-990-6527
광주보령온누리,광주 서구  상무대로1080번길 1(화정동),062-352-7588
광주온누리,경기 광주시 중앙로 110 (경안동),031-761-2229
광주종로온누리,광주시 남구 방림2동 471-6,062-651-8222
광진온누리,"서울 광진구  아차산로69길 8, 1층 103호,104호(광장동,안강빌딩(구)바-움힐)",02-457-8377
광하온누리,경남 고성군 고성읍 성내리 87-3,055-672-6600
광혜당온누리,충청남도 천안시 서북구 봉명로 35 (쌍용동),041-571-5583
광화문 윤온누리,"서울 종로구  세종대로 159, 4층(세종로)",02-720-1717
구갈온누리,경기 용인시 기흥구 구갈동 353번지 1층 106,031-285-4348
구봉온누리,대전 서구 관저동 1148,042-542-7755
구온누리,"서울 용산구 만리재로 134 (서계동, 힐타워빌딩1층)",02-702-7582
구의온누리,서울 광진구 구의2동 55-13 1층,02-456-8694
구인당온누리,서울시 강남구 대치동 511 한보미도아파트 상가내 110,02-552-5550
구일온누리,서울 용산구 이촌동 301-160 현대21동 109호,02-792-9290
국민온누리,서울 성북구 정릉3동 892-6,02-914-5782
국제온누리,"전남 광양시 광양읍 백운로 1, 소시상가1층",061-763-0102
군산세계로온누리,전북 군산시 수송동 831-5,063-471-1007
군포온누리,경기 군포시 당동로 6 (당동),031-459-7503
굿모닝온누리,"강원 원주시 남원로 528-11 (단구동,광덕빌딩1층)",033-764-9375
굿모닝온누리,경기 군포시 당동  922-30 은하프라자 106호,031-391-8828
굿모닝온누리,"경기 시흥시  승지로60번길 25, 102,103(능곡동, 센타프라자)",031-317-7571
굿모닝온누리,경북 포항시 북구 두호동 1086-2 센텀메디컬 1층,054-232-7572
굿모닝온누리,대구 달서구 죽전동 273-9,053-525-0855
굿모닝온누리,"서울 구로구  경인로67길 23,101동 302호(신도림동, 신도림2차푸르지오)",02-2636-8123
굿모닝온누리,"인천 서구  가정로 364-1(가정동, 창대빌딩1층일부)",032-579-7571
그랜드온누리,광주 남구 봉선동 161,062-671-5550
그랜드온누리,서울 동대문구 장안동 433-6 1층,070-4229-1954
그랜드온누리,전남 화순군 화순읍 일심리 70-3 (화순전남대학교병원 옆),061-371-8275
그레이스온누리,경기 고양시 덕양구 행신3동  950-2 능곡 현대프라자 102호,031-978-8980
그린온누리,"경기 남양주시 다산중앙로 109, 104호(다산동)",031-552-1002
그린온누리,"경기 용인시 기흥구  새천년로 20, 102호(신갈동, 그린프라자)",031-8005-5999
그린온누리,경북 포항시 남구 지곡동 949,054-221-4951
그린온누리,광주 서구 치평동 1166-2  금호대우 상가 108,062-383-9911
그린온누리,인천 서구 왕길동  638-1 마전메디칼센타 1층 103호,032-561-1775
그린온누리,충청남도 당진군 합덕읍 운산리 293-14,041-363-3406
그린팜온누리,경기도 안산시 고잔동 671-2 바상가 121,031-414-7119
극동온누리,대구시 서구 평리동 573-5,053-565-3435
극동온누리,서울시 광진구 광장동 218-1 극동단지내상가1층 102호,02-452-3395
글로리온누리,"부산 수영구  수영로 411, 1층(남천동, 글로리메디컬센터)",051-623-4700
금강온누리,서울 영등포구 영등포동 3가 9-46,02-2678-5869
금곡온누리,경기 남양주시 금곡동  158-59,031-511-7783
금곡온누리,"경기 수원시 권선구  금곡로102번길 30, 103호(금곡동, 폴리프라자)",031-227-3233
금보온누리,경기 부천시 원미구 중동 1135 대야하이빌Ⅱ 1층105호,032-322-0988
금샘온누리,부산 금정구 남산동 320-25,051-583-3111
금오온누리,경남 김해시 장유면 대청리  72-4 탑스코아상가 1층,055-313-9005
금왕온누리,충북 음성군 금왕읍 무극로 284,043-877-0143
금장온누리,경북 경주시 현곡면 금장리 390-5 서원빌딩 104호,054-777-4119
금정온누리,부산 금정구 부곡동 63-9번지 넥스빌1층,051-514-2220
금호동산온누리,경북 영천시 금호읍 교대길 14,054-337-5088
금화온누리,"경기 광명시  철산로 12, 1층 4호(철산동, 로데오빌딩)",02-2612-2090
금화온누리,"서울 서초구 반포대로 287, 125(반포동, 래미안퍼스티지 중심상가)",02-842-4484
기독온누리,강원 원주시 일산동 82-6,033-742-0346
기쁜온누리,"경기 고양시 일산서구  중앙로 1426, 4층 408호(주엽동, 일송노브레스)",031-915-1003
기쁜온누리,서울시 강남구 역삼동 658-12,02-566-0027
기쁨온누리,경기도 용인시 기흥구 보라동 612-6 메디프라자 108,031-8005-6565
기쁨온누리,"서울 마포구  월드컵로 82, 1층(서교동, 소단빌딩)",02-333-5756
기산온누리,경기 화성시 반월동 717 신풍프라자 1층 109,031-225-2755
길온누리,"경기 과천시  별양상가1로 25, 404(별양동,렉스타운4층)",02-502-1966
길온누리,"경기 성남시 분당구  돌마로 67, 115(금곡동, 금산젬월드)",031-717-0065
길조온누리,"대전 서구 도안남로 148, 101(관저동,봉우타워)",042-544-2440
길조온누리,대전시 중구 오류동 175-1 삼성쇼핑센터 101호,042-522-2440
김온누리,강원 원주시 명륜동 90-4,033-763-2315
김온누리,경기 군포시 산본동 1143-3 신산본빌딩 101호,031-395-4805
김온누리,경북 구미시  송동로 81 (도량동),054-442-6567
김온누리,대구 남구  영선길 28 (대명동),053-744-9133
김원철온누리,경기 고양시 덕양구 행신동 2 지구 2블럭18루트외필지 명성프라자 108호,031-971-1447
꽃동산온누리,경상북도 영주시 가흥1동 186-1,054-631-2890
꿈빛온누리,"경기 용인시 처인구  명지로40번길 13, 104호(역북동, 연세프라자)",031-321-8961
꿈이있는온누리,서울 강북구 수유동  316-12,02-993-6091
나눔온누리,경기 수원시 권선구 권선동 963-8,031-238-0127
나눔온누리,"인천 계양구  동양로 101, 104호 (동양동, 명일프라자)",032-543-7515
나라온누리,"경기 안양시 동안구 평촌대로 243번길 30(비산동,샤크존빌딩1층A138호)",031-476-0224
나래온누리,대전 중구 대흥동 153-5,042-223-7573
나우온누리,"경기 화성시 삼성전자로 1(반월동, 식당동내약국코너)",031-208-5589
나은온누리,"경기 안양시 만안구  안양로223번길 5, 101(안양동,1층)",031-443-5111
나은온누리,전북 김제시 남북로 231 (요촌동),063-548-1105
나을온누리,경북 포항시 북구 흥해읍 흥해로 23,054-262-8799
나음온누리,"경기 화성시 동탄순환대로20길 45, 203호(목동,동탄 금강펜테리운센트럴파트Ⅳ)",031-377-2045
나음온누리,"서울 강동구  올림픽로 620, 102호(성내동, 예투빌딩)",02-488-0803
나주온누리,전남 나주시  영산로 5422(성북동),061-334-2398
낙동온누리,경북 칠곡군 왜관읍 왜관리 189-1,054-975-8827
낙원온누리,대구시 북구 관음동 1383-5,053-326-1249
남궁온누리,"충북 청주시 상당구  상당로 47 (남문로2가,103호)",043-223-6030
남도온누리,전남 목포시  정의로 4-10(옥암동),061-284-1293
남동온누리,"인천 남동구  장승남로33번길 9, 107,108호(만수동, 대동아파트상가)",032-466-8802
남부온누리,인천 부평구 십정2동 520-1 520-24,032-431-6650
남산온누리,부산 금정구 남산동 485-13,051-514-0900
남선온누리,경북 김천시 남산동 12-12,054-431-5111
남원백제온누리,전북 남원시  용성로 102(죽항동),063-633-1233
남일온누리,"서울 송파구  올림픽로 435, B동 309호(신천동, 파크리오상가)",02-419-8875
남천온누리,부산 수영구  수영로388번길 6 (남천동),051-621-8383
남촌온누리,경기 광명시 철산4동 509-240,02-2612-2978
노닐온누리,대전 동구 용전동 63-3 복합터미널 W15호,042-622-5511
노벨온누리,"서울 은평구 연서로 1, 105(역촌동,리더스파크제1층)",02-359-4827
노은온누리,대전광역시 유성구 지족동로 152 코오롱타워I (지족동),042-823-5901
노형온누리,제주 제주시 노형동 1288-1 1층,064-744-4880
녹번온누리,"서울 은평구  통일로 626, 1층(녹번동, 유림빌딩)",02-352-8755
녹십자온누리,경북 포항시 북구 죽도동 646-23,054-284-3848
녹십자온누리,광주시 서구 화정동 918-10 1층상가점포중간,062-374-2929
녹십자온누리,전북 남원시 동충동 35-10,063-635-8295
논산온누리,충청남도 논산시 화지동 91-9,041-735-1253
논현온누리,"서울 서초구  강남대로 541,1층(반포동)",02-3490-4744
논현온누리,"인천 남동구  남동서로236번길 30,114호(논현동, 논현2차푸르지오시티상가지상1층)",032-822-6218
누가온누리,"경기 의정부시 비우로 90-1, 1층(녹양동)",031-874-9927
누리온누리,서울 광진구  자양로15길 18(자양동),02-446-0245
뉴욕온누리,"서울 강동구  양재대로 1590, 1층(명일동)",02-428-0045
뉴코아건강한온누리,"경기 안양시 동안구  동안로 119, 10층(호계동, 뉴코아아울렛)",031-476-4115
뉴프라임온누리,서울 송파구 가락본동  96-16 1층,02-403-2638
늘건강온누리,"인천광역시 서구 승학로 491, 105(검암동, 고산프라자)",032-569-2306
늘벗온누리,경기 안양시 동안구 관양동 1397-9 외1필지 상이상가 105호,031-422-6873
늘벗온누리,경남 진주시  충무공동 227-2 한국토지주택공사내,055-922-6065
늘사랑온누리,"서울 금천구 금하로 816(시흥동,벽산아파트상가1동 107호)",02-802-7440
늘온누리,"서울 강동구  상일로12길 89, 1층 101호(강일동, 리엔타운)",02-441-4442
늘조은온누리,"서울 동대문구  사가정로25길 66, 1층(장안동)",02-2248-1113
늘조은온누리,"서울 송파구  동남로18길 45, 1층(가락동)",02-403-1017
늘푸른온누리,"경기 오산시 원동 360-17 외 3필지 신한프라자 A109,110호",031-376-4601
늘푸른온누리,"경기 화성시  동탄반석로 204. 601(반송동,동탄제일프라)",031-613-1532
늘푸른온누리,경북 포항시 북구  새천년대로 1317 (장성동),054-251-0800
늘푸른온누리,대구 달서구 신당동 1844 주공상가 104호,053-591-1023
늘푸른온누리,대구 중구 남산4동 2271-2,053-427-0314
늘푸른온누리,서울 관악구 봉천동 1686-21,02-873-3431
늘푸른온누리,"서울 중랑구 면목로27길 80 (면목동,1층)",02-432-2004
다강온누리,"광주 북구  우치로 245, 1층(오치동)",062-251-0321
다나온누리,경기 고양시 덕양구  화정로 47(화정동),031-813-3346
다나온누리,"경북 포항시 북구  신덕로 248, 101호(양덕동, 굿메디컬)",054-244-2080
다나온누리,"광주 남구  서문대로 683, 1층(진월동)",062-453-7275
다나온누리,서울 강서구 방화동 609-30 (56 1층),02-2665-6200
다나온누리,서울 관악구  관악로 240 1층(봉천동),02-886-4207
다나은온누리,"인천 남구  소성로 6, 지하1층(용현동, 홈에버인하점)",032-876-0197
다보온누리,"경기 안양시 만안구  안양천서로 177(안양동,래미안 안양 메가트리아)",031-446-3936
다사랑온누리,경기 부천시 소사구 괴안동  89 명성프라자 107호,032-351-8856
다사랑온누리,"경기 오산시  발안로 1367, 1층 103호(누읍동, 석선빌딩)",070-7724-6865
다사랑온누리,"경남 거제시  동문천로 52, 101 (고현동)",055-636-8981
다사랑온누리,대전 유성구 반석동 621-4 센타프라자 103,042-826-2133
다사랑온누리,"부산 사상구  사상로 236, 1층(괘법동, 재원메디컬센터)",051-312-7754
다산온누리,"경기 남양주시 다산중앙로172번길 36, 1층 1007호(다산동, 다산노블레스)",031-568-4264
다산온누리,서울 중구 신당동 374-25 1층,02-2233-5912
다온온누리,대구 북구 학정동  927-17 1층,053-325-4908
다원온누리,"경남 거제시  거제중앙로 1938, 1층 102호, 103호(고현동)",055-638-4805
다원온누리,"경남 양산시  양주로 46, 1층 104호(남부동, 피닉스빌딩)",055-386-2378
다은온누리,서울 관악구  신림로 169 101(신림동),02-882-4993
다인온누리,경기 고양시 덕양구 화정동 1002-1번지 명지프라자 101~102호,031-972-2347
다인온누리,경기 안산시 상록구 본오동 805-14 1층,031-409-7076
다인온누리,경기 용인시 처인구  중부대로 1349(김량장동),031-323-3211
다인온누리,"서울 강서구 마곡중앙6로 16, 1층 110호(마곡동, 마곡지엠지타워)",070-4015-3288
다정온누리,부산 동구 범일동 833-27 1층,051-634-7323
다정온누리,부산 부산진구  가야대로 715 1층 (당감동),051-804-1196
다정온누리,"서울 강남구  논현로 511 (역삼동, Y&C;빌딩)",070-8830-6010
다정온누리,서울 노원구  공릉로34길 38 107(공릉동 태강아파트 상가),02-977-3305
다정온누리,"세종특별자치시 다정중앙로 45, 110호(다정동, 다정프라자)",044-868-3383
다정온누리,"제주 제주시  건주로 33, 1층(도련일동)",064-723-1923
다정온누리약국,"대구 수성구  달구벌대로 2280, 1층(수성동1가, 아성N타워)",053-743-2435
다정한온누리,경기 수원시 장안구 영화동 298-1 근영빌딩1층,031-246-7005
다정한온누리,"경기 안산시 단원구 원포공원1로 49 (초지동,203호)",031-402-4232
다현온누리,"서울 강남구  언주로167길 46 (신사동,1층2호)",02-543-3188
단골온누리,"서울 종로구  지봉로 50, 102호 (숭인동)",745-0731
단골온누리,"전북 군산시  하나운로 38, 1층 105호(나운동, 나운프라자)",063-465-9998
단비온누리,"서울 송파구 올림픽로 145 (잠실동,리센츠상가 1층 1에이27호)",02-422-6883
담주온누리,"경기 하남시 미사강변대로 212, 108호(망월동, 미사센트럴프라자)",031-791-1230
대건온누리,경남 통영시 태평동 409-1 충무데파트2층 7호,055-645-4842
대광당온누리,부산 남구 대연4동  1122-19,051-624-8668
대광온누리,서울 영등포구 대림동 1056-1,02-849-1330
대동온누리,경기 수원시 권선구 서둔동 45-131,031-294-2551
대림온누리,강원도 강릉시 노암동 249-9,033-648-9785
대림온누리,대구 달서구 진천동  595 트윈팰리스상가 101호,053-634-1077
대림온누리,서울 동작구 신대방동 591-4,02-6104-1234
대명당온누리,서울시 동대문구 용두동 234-35 9/5,02-928-7467
대산온누리,서울시 관악구 신림8동 1655-8 3/4,02-853-4967
대성온누리,강원 평창군 평창읍 백오로 95,033-332-2504
대성온누리,"인천 부평구 길주남로 35 (부평동,1층4호)",070-7503-3589
대성온누리,전남 고흥군 과역면 과역리 168-9,061-832-1234
대소원온누리,충북 충주시 대소원면 쇠실로 1016,043-856-9996
대영온누리,경남 진주시  진주대로 918 (칠암동),055-762-7339
대영온누리,대전 서구  배재로 156 도마동 50-14,042-522-8096
대왕온누리,경북 포항시 북구 죽도동 42-8,054-247-5255
대우온누리,"경남 진주시  동진로 172, 1층 102호(상대동, 세원빌딩)",055-752-9927
대우온누리,제주 제주시 용담1동 2829-7,064-753-3390
대웅온누리,"경북 경주시  원화로 287, B동 3층(성동동)",054-774-7442
대웅온누리,전라남도 목포시 옥암동 967-17,061-283-7001
대원온누리,"제주 제주시  화삼북로 139, 1층(삼양이동)",064-727-1190
대인당온누리,서울 금천구 시흥대로 237 (시흥동),02-803-2111
