name,addr,tel
삼성점,서울특별시 강남구 봉은사로61길 17 (삼성동) 1층(삼성동),02-553-0092
돌곶이점,서울 성북구 장위동 66-323,02-911-3003
원효로점,서울 용산구 원효로4가 118-3 영천빌딩1층,02-701-0919
강북스타삼각산동점,"서울특별시 강북구 삼양로27길 43 (미아동, 위브 테라스 파크) 1층 111호",029979992
세검정점,서울 종로구 신영동 131-2,02-395-0707
서초점,서울 서초구 반포동 740-17 1층,02-549-2247
중랑역점,"서울특별시 중랑구 중랑천로12길 45 (상봉동, 지앤지타운1) 2층",02-435-9282
홍제점,서울 서대문구 홍제동 273-12,02-391-3903
강북스타삼양점(올리브카페),"서울특별시 강북구 삼양로 221 1,2호(미아동)",029889992
자양강변점(올리브카페),서울특별시 광진구 뚝섬로 648-1 1층(자양동),02-455-9222
창전점,"서울특별시 마포구 서강로14길 5 (노고산동,1층)",02-333-5770
구의점,"서울특별시 광진구 자양로 296 (구의동, 1층)",02-444-9283
교대역점,"서울특별시 서초구 서초중앙로24길 9 (서초동, 신우빌딩) 1층 10호",02-3477-9282
연희점,서울특별시 서대문구 연희로 87 (연희동) 1층,02-323-9282
광장점,서울특별시 광진구 구의로16길 89 (구의동) 1층,02-444-9277
성북장위점,"서울특별시 성북구 월계로40길 7 (장위동, 센트럴타운) 105호",02-912-3357
광나루점,"서울특별시 광진구 광나루로 595 (광장동, 광장자이아파트) 광장자이아파트상가 5호",02-444-9267
역삼스타점,"서울특별시 강남구 논현로 411 1층(역삼동, 남형빌딩)",02-567-9282
석계점,서울 성북구 석관동 10번지   두산A상가 126호,02-965-4545
흑석점,서울 동작구 흑석동 86-103호,02-822-8924
홍대역점,서울 마포구 동교동 147-4 1층,02-3141-9276
동서울터미널점,"서울특별시 광진구 강변역로 50 (구의동, 동서울터미널빌딩) 지하1층 15호",02-446-9282
대치점,"서울특별시 강남구 선릉로 326(대치동) 1층, 101호",02-556-9281
강북스타번동점,서울특별시 강북구 오현로32길 3 ,029850671
서초3점,서울 서초구 서초동 1334 신동아상가 105호,02-581-9277
홍대반가점(치킨앤비어),서울특별시 마포구 어울마당로 131-1  1층(동교동),02-336-7676
역삼점,서울 강남구 역삼동 836-26,02-568-9069
명지대점,서울특별시 서대문구 거북골로 17 (홍은동) 1층,02-374-9212
묵동행복점,서울특별시 중랑구 중랑역로 242 (묵동) 1층2호,02-977-9285
대치도곡점,서울 강남구 대치1동 1023-19 1층,02-556-7001
여의도점,"서울특별시 영등포구 국제금융로7길 32 (여의도동,1층3호)",02-786-6336
서초2점,서울 서초구 서초동 1510-10 화원그랑빌 108,02-582-1881
대치은마점,서울특별시 강남구 영동대로57길 16 ,02-538-6006
잠실엘스점,"서울특별시 송파구 올림픽로 119 , 172(잠실동,지하1층)",02-416-0850
상도2점,서울 동작구 상도동 17-62,02-827-0092
서교점,서울특별시 마포구 월드컵북로5길 22 (서교동) 1층,02-322-6677
교대본점,서울특별시 서초구 남부순환로 339길 63(서초동 1층),02-584-9009
잠실새내점,서울특별시 송파구 올림픽로10길 55 (잠실동) 1층,02-417-7566
신내점,서울특별시 중랑구 신내로7가길 10 1층(신내동),02-433-9282
강북스타점,서울특별시 강북구 한천로 992 ,02-980-9992
노량진점,서울특별시 동작구 노량진로8길 53 (노량진동) 1층,02-816-9282
응암2점,서울 은평구 응암동 674-12 ,02-303-0629
대치본점,"서울특별시 강남구 삼성로 151 지상1층 101호(대치동, 선경아파트)",02-538-9282
숭실대점,서울 동작구 상도1동 347,02-812-9282
방배본점,서울 서초구 방배1동 925-24,02-597-1600
여의도역점,서울 영등포구 여의도동 35-2 백상빌딩 101호,02-761-8292
녹번점,"서울특별시 은평구 녹번로 35 (녹번동), 1층 ",02-353-9282
여의도점,"서울특별시 영등포구 국제금융로2길 37 (여의도동, S-TRENUE) B103호",02-761-6666
응암점,서울 은평구 응암동 104-36 1층,02-384-4119
BBQ치킨앤비어 여의도역아일렉스점,"서울특별시 영등포구 의사당대로 108 (여의도동, 아일렉스) 지하1층 F01호",02-785-3799
공릉점,서울특별시 노원구 공릉로 199 103(공릉동),02-949-9282
불광1동점,서울 은평구 불광동 8/5번지,02-353-9393
잠실스타점,서울 송파구 신천동 11 장미씨상가동1층 112호,02-416-9292
수유점,서울특별시 강북구 노해로23길 67 (수유동) 1층,02-908-9282
개포동역점,"서울특별시 강남구 개포로 512 (개포동, 개포종합상가) 1층 108호",024459288
상도점,서울특별시 동작구 양녕로 184 (상도동) 1층,02-823-9282
성산점,"서울특별시 마포구 월드컵로32길 35 (성산동) 101(성산동,1층)",02-324-9289
사당점,서울특별시 동작구 동작대로9길 7 (사당동) 1층 (사당동),02-522-5788
봉천중앙점,서울 관악구 봉천2동 1703  동아A상가 1층  A동 107호,02-889-8292
송파삼전점,"서울특별시 송파구 백제고분로28길 8 (삼전동,한양빌딩1층)",02-3432-7770
개포2점,서울 강남구 개포동 141번지 개포주공1단지상가 가상가 101동 2호,02-571-7495
망원점,서울 마포구 망원동 475-35 ,02-322-0774
개포점,"서울특별시 강남구 개포로 250 (개포동, 선광빌딩) 1층 101호",02-3462-9282
신사2동점,서울 은평구 신사동 343-33번지 1층,02-376-3392
쌍문중앙점,서울 도봉구 쌍문3동 341~342 342-3번지,02-998-3119
봉천우성점,서울 관악구 봉천동 36-10 ,02-871-3392
잠실파크리오점,서울 송파구 신천동 20-6 파크리오B상가 1층 105,02-422-9898
석촌2점,서울 송파구 석촌동 156-6,02-422-6459
사당역점,서울 관악구 남현동 1061-59,02-583-1627
신길점,서울 영등포구 신길1동 463-36,02-843-9200
대청점,서울 강남구 일원동 687-2,02-3411-5949
영등포점,서울 영등포구 영등포동8가 75-6,02-2636-8808
암사본점,서울특별시 강동구 올림픽로 786 (암사동) ,02-441-9282
구산동점,서울 은평구 구산동 9-9번지  1층,02-386-8255
신대방삼거리역점(올리브카페),서울특별시 동작구 상도로 48 1층 102호(대방동),02-872-5592
행운점,서울특별시 관악구 봉천로 567 1층(봉천동),028759250
당산역점,"서울특별시 영등포구 당산로45길 1 (당산동5가, 당산 삼성쉐르빌) 105호",02-2675-9282
상암점,서울 마포구 상암동 1000~1599 1462번지,02-305-7292
영등포본점,"서울특별시 영등포구 영중로 65 (영등포동6가, 1층) ",02-2631-9809
영등포중앙점,서울 영등포구 영등포동3가 7-25 델리타운 101,02-2635-0090
쌍문행복점,서울 도봉구 쌍문동 262-2,02-995-5252
창동본점,서울특별시 도봉구 마들로11가길 15 (창동) 109호,02-999-9282
성내점,"서울특별시 강동구 풍성로 141 (성내동) 성내동, 1층",02-471-9909
서울대점,서울 관악구 봉천7동 1609-5 1층,02-884-9282
낙성대점,서울 관악구 봉천11동 1640-8,02-889-9292
연신내점,서울특별시 은평구 갈현로 246 (갈현동) 1층 중간호,02-389-9220
창동점,"서울특별시 도봉구 도봉로136가길 73 (창동, 북한산한신휴플러스아파트) 104-106(창동,북한산한신휴플러스)",02-995-7377
암사스타점,서울 강동구 암사동 암사동 447-7 ,02-428-9285
일원삼성점,서울 강남구 수서동 747  삼성아파트상가 12호,02-459-2569
천호점,서울 강동구 천호3동 169-35,02-476-5582
방이점,"서울 송파구 방이동 126-13, 1층 (가락로36길 6, 방이동)",02-419-5758
신길사러가점,"서울특별시 영등포구 신길로39길 4,(신길동, 지상1층) 1층",02-847-9282
보라매공원점,서울특별시 관악구 보라매로3길 3 (봉천동) ,02-885-8100
암사2점,서울 강동구 천호동 243-18 1층,02-477-9921
대방점,서울 영등포구 신길동 4027,02-843-9282
양재주암점,서울특별시 서초구 매헌로 36 (양재로) 2층,02-573-9282
당산행운점,"서울특별시 영등포구 양산로 128 (당산동1가, 환희빌딩) ",02-2635-9282
은평뉴타운구파발점,서울 은평구 진관동 106 은평뉴타운 마고정 동부센트레빌 301동 B104호,02-388-1192
시랄라워터파크점,"서울특별시 영등포구 문래로 164 (문래동3가, 영등포 SK 리더스뷰) 제비 201호, 제비 202호",02-2628-9000
송파점,서울 송파구 송파동 100-1 1층,02-424-7265
중계중앙점,서울 노원구 중계동 360-15 건영A상가 107,02-932-1166
청룡점,서울 관악구 봉천동 1529-67,02-871-5668
우이공원점,서울특별시 강북구 삼양로 685 (우이동) ,02-993-9078
중계은행점,서울 노원구 중계동 366-10 중원코아빌딩 1층 105,02-932-9292
오금점,"서울특별시 송파구 위례성대로20길 8 (오금동, 광승빌딩) 1층",02-408-5535
노원점,서울특별시 노원구 상계로1길 62-51 (상계동) 1층,02-930-2008
신림신원점,서울 관악구 신림동 1636-35 영신상가,02-867-2295
가락점,서울 송파구 가락동 90-3,02-409-1687
명일점,서울 강동구 명일동 289-14,02-3426-3264
문래점,서울 영등포구 문래동6가 8번지   그대가상가 102호,02-2632-0366
패밀리타운점,서울 송파구 문정동 150-25호 1층,02-404-8480
길동점,서울특별시 강동구 명일로 198 (길동) ,02-486-8810
신림점,"서울특별시 관악구 신림로 122 (신림동,1층)",02-877-9282
신대방1점,서울 동작구 신대방동 605-11,02-836-8292
신림5점,서울특별시 관악구 관천로11길 152 (신림동) ,02-855-5507
고덕점,서울 강동구 고덕1동 645-8번지,02-426-5802
신도림역점,서울 구로구 신도림동 338번지 푸르지오 2차상가,02-2633-7792
신림3점,"서울특별시 관악구 난곡로 273 (신림동, 창성빌딩) 1층 104호",02-864-8633
대림점,"서울특별시 영등포구 대림로 191 (대림동, 유림빌딩) 1층",02-831-9982
마들점,서울특별시 노원구 동일로 228길 29 106호(상계동),02-939-9282
자곡행운점,"서울특별시 강남구 자곡로 191 (자곡동, 강남푸르지오시티 1차) 지하 1층 B05호",02-2226-8292
문정점,서울특별시 송파구 동남로4길 16-1 (문정동) 1층,02-409-9561
가락2점,서울 송파구 가락2동 190-7번지  1층,02-3401-0288
목동한청점,서울특별시 양천구 목동중앙본로 35 (목동) 1층 102호(목동),02-2644-0229
오목교점,서울 양천구 목1동 405-350,02-2644-6063
서울대캠퍼스점,서울 관악구 신림동 산 56-1 번지 서울대공과대학 해동관지하1층,02-3285-6690
등촌역점,서울특별시 양천구 목동중앙북로7가길 58 (목동) 1층,02-2653-9282
강남세곡점,"서울특별시 강남구 헌릉로 569 (세곡동) 101(세곡동,강남리더스프라자)",02-3414-9282
서울대글로벌공학관점,"서울특별시 관악구 관악로 1 서울대학교 39-218(신림동,글로벌공학교육센터)",02-878-6690
파인타운점,"서울특별시 송파구 새말로6길 49 (문정동, 석재빌) 1층",02-400-0923
목동역점,서울 양천구 목1동 935 진도아파트상가 101.103호,02-2646-9281
화곡2점,서울 강서구 화곡4동 772-63,02-2643-2991
구로점,"서울 구로구 구로동 329-71, 1층",02-858-9292
난곡점,서울 관악구 신림동 1738-1 파로스프라자 B동 제지1층 ,02-859-9282
거여점,서울 송파구 거여동 343-4 송파공고옆,02-443-1900
도봉1점,서울 도봉구 도봉동 562-1,02-954-7713
상일점,서울특별시 강동구 상일동 276,02-429-9282
가양역점,"서울특별시 강서구 양천로 476 (등촌동, 금부빌딩) 1층7호",02-3664-0808
강일지구점,"서울특별시 강동구 아리수로93길 27 202(강일동,,2강일타워2층202호~203호)",02-429-0669
가산디지털단지점,서울특별시 금천구 디지털로 210 (가산동) ,02-851-9282
마천점,서울 송파구 마천동 183-47 상가 1층 101호,02-431-9282
양천구청점,"서울특별시 양천구 목동서로 400 (신정동, 목동10단지아파트) 103호,목동10단지A상가)",02-2652-1381
고척점,서울특별시 구로구 경인로47다길 8(고척동) ,02-2625-9295
금천시흥스타점,서울특별시 금천구 독산로40길 13 (시흥동) ,02-3286-9282
독산행복점,"서울특별시 금천구 범안로 1193 (독산동, 가남물산제1공장) 1층",02-891-8290
까치산점,서울 강서구 화곡8동 332-12,02-2699-0799
등촌3점,"서울특별시 강서구 강서로68길 36 (등촌동, 등촌주공1단지아파트) 105",02-3664-7569
가양점,"서울특별시 강서구 강서로 497 (가양동, 학원빌딩) 1층",02-3661-5111
독산시흥본점,서울 금천구 독산동 1077-37  1층,02-807-3223
마곡점,"서울특별시 강서구 공항대로 269-15 (마곡동, 힐스테이트에코마곡) ",02-3663-9282
화곡1점,서울 강서구 화곡1동 358-10 ,02-2690-8181
신월뉴타운점,"서울특별시 양천구 신월로15길 7 (신월동,길성아파트상가(107-108))",02-2691-6668
발산점,서울특별시 강서구 강서로47길 46 (내발산동) 1층,02-2666-9251
시흥본점,"서울특별시 금천구 시흥대로 150 (시흥동,지상1층)",02-805-8292
화곡3점,서울특별시 양천구 월정로 218 (신월동) 1층,02-2606-5838
개봉점,서울 구로구 개봉동 329-13,02-2682-7192
광명하안3점,서울 금천구 독산동 1100-3번지,02-898-8889
마곡나루점,"서울특별시 강서구 마곡중앙로 161-8 (마곡동, 두산더랜드파크) C동 1층 116호",02-6989-9282
신방화점,서울 강서구 방화동 187-45 1층,02-2662-9282
오류2점,서울특별시 구로구 오류로 54 (오류동),02-2613-0084
천왕역점,"서울특별시 구로구 오류로 30 (오류동, 천왕연지타운1단지) 103호 ",02-2060-9244
공항점,서울 강서구 공항동 41-44번지,02-2662-2422
방화역점,"서울특별시 강서구 금낭화로 287-50 (방화동,오피앙2오피스텔111호~112호)",02-2663-7798
만수점,"인천광역시 남동구 담방로21번길 55 (만수동, 뉴서울아파트상가) 1층 6호",032-472-8241
시흥배곧점,"경기도 시흥시 서울대학로264번길 50 B동 1층 115호(정왕동, 배곧헤리움어반크로스2차)",031-499-9289
우장산점(올리브카페),"서울특별시 강서구 우현로 26 (화곡동, 우장산에스케이뷰) 지하2층 B201호(화곡동, 우장산에스케이뷰)",02-2608-8817
넥센스카이돔점,서울특별시 구로구 경인로 431 고척스카이돔 내 3층,000000000
염창점(3)(올리브카페),서울특별시 강서구 양천로 623 1층(염창동),02-3662-9282
북가좌점(올리브치킨)(2),서울특별시 서대문구 불광천길 116 1층 102호(북가좌동),02-309-2070
홍대로데오점(치킨앤비어),서울특별시 마포구 잔다리로6길 39 2층(서교동),023378989
여의도파라다이스점(cafe 1명변),서울 영등포구 여의도동 86번지 한강둔치,02-761-3827
국방부점,서울 용산구 용산동3가 국방부 종합민원실 2층 스타카페,021-588-9282
성신여대점,서울특별시 성북구 동소문로23길 4 (동선동4가) ,02-923-9282
"성북스타점(올리브카페)(2,명변)",서울특별시 성북구 보문로 57 1층(보문동7가),02-921-9273
길음센터피스점(올리브치킨),"서울특별시 성북구 숭인로 50 101동 상가 1101호(길음동, 래미안길음센터피스)",02-983-9282
서초양재점,서울특별시 강남구 남부순환로359길 29 1층 102호(도곡동),02-529-9922
오션월드점,"서울특별시 강남구 언주로 603 (논현동, 서진빌딩) ",0331234567
잠실야구장BBQ,"서울특별시 송파구 올림픽로 25 (잠실동, 서울종합운동장) 외야1층(서울종합운동장매표소옆)",00000000000
면목점,서울특별시 중랑구 면목로56길 43 1층(면목동),02-432-9281
토리판다 파크하비오 본점,"서울특별시 송파구 송파대로 111 호텔로203동 1층 105호(문정동, 파크하비오)",02-3012-5252
(주)한국문화진흥(뉴서울컨트리클럽)(취급),경기도 광주시 삼지곡길 95 (삼동) ,031-760-8065
강릉교동점,강원 강릉시 화부산로 118,033-644-3392
부산밀양삼문점,경남 밀양시 삼문동 552-1 제일훼미리상가 107호,055-352-9909
부산통도환타지아점,경남 양산시 하북면 순지리 812-7,055-372-2887
정관신도시점,부산 기장군 정관면 모전2길 22,051-728-9242
강서지사점,부산광역시 강서구 과학산단로334번다길 39 (지사동) ,051-973-9281
부산화명신도시점,부산 북구 화명동 2271-2 새론빌딩 105호,051-332-9981
부산남산점,부산광역시 금정구 금강로 735-1 (청룡동) ,051-516-4001
화명수정역점,부산광역시 북구 금곡대로 157 ,051-363-8295
부산정관중앙점,부산광역시 기장군 정관읍 정관5로 12 (동원로얄듀크2차아파트) 동원로얄듀크상가 227동 125호,051-728-9224
부산구서점,부산광역시 금정구 구서중앙로 25 ,051-512-4242
부산덕천점,부산광역시 북구 만덕대로78번길 30 (덕천동) ,051-342-9255
부산만덕점,부산광역시 북구 만덕3로 34 (만덕동) ,051-331-2223
부산모라점,부산 사상구 모라동 1339-19,051-311-1618
부산대학교점,부산광역시 금정구 금정로 92 1층(장전동),051-518-9280
부산장전점,"부산광역시 금정구 금강로 225 1층 204호(장전동, 벽산블루밍디자인시티 2단지)",051-557-9292
부산모덕점,"부산광역시 사상구 백양대로 730 (덕포동, 프로새차만들기) ",051-303-0229
부산사상점,부산 사상구 괘법동 516-1 한신아파트상가 2동 107-1,051-324-9292
부산온천점,부산광역시 동래구 중앙대로1367번길 25 (온천동) ,051-558-0566
부산사직점,부산 동래구 사직동 99-1,051-501-5425
부산명서점,부산 동래구 명서로 169-1,051-529-9282
부산학장점,"부산광역시 사상구 학감대로123번길 67 (학장동, 학장동삼정그린코아아파트) 301동 지하1층 206호",051-315-8484
부산연산로타리점,부산광역시 연제구 중앙대로 1184 (거제동) (거제동),051-851-1377
부산개금점,부산광역시 부산진구 개금본동로 77 (개금동) ,051-892-9255
명지국제중앙점,"부산광역시 강서구 명지국제11로 27 102호, 103호(명지동)",051-206-9293
부산초읍점,부산 부산진구 연지동 375-14,051-817-9285
부산당감점,부산광역시 부산진구 동평로 98 ,051-893-8555
부산엄궁점,부산 사상구 엄궁동 40-67,051-315-9273
부산가야점,부산 부산진구 개금동 523-14,051-893-0065
부산거제점,부산광역시 연제구 중앙대로 1061 (연산동) 1층,051-852-9797
부산반송점,"부산광역시 해운대구 신반송로 163 (반송동, 남흥아파트) 상가8동 101호",051-543-7441
신양정점,부산광역시 부산진구 연수로 24 (양정동) 1층,051-867-9282
부산반여점,"부산광역시 해운대구 반여로 112-1 (반여동, 산봉빌딩2) ",051-522-9243
부산하단점,"부산 사하구 하단동 낙동대로 519번길 79, 1층 3호",051-203-9686
부산연산토곡점,부산광역시 연제구 과정로226번길 8 (연산동) ,051-759-7727
부산명지점,"부산광역시 강서구 명지오션시티6로 33 (명지동, 엘크루블루오션 C2블록상가) 103호",051-292-9252
부산연산점,부산광역시 연제구 월드컵대로 27 (연산동),051-867-9882
부산재송역점,부산광역시 해운대구 해운대로76번길 16 (재송동) ,051-784-0124
부산기장점,부산광역시 기장군 기장읍 차성동로 110 (엔제리너스기장점) 1층,051-721-0700
부산재송점,부산 해운대구 반여동 1291-1369 1층,051-784-5311
부산전포점,부산 부산진구 전포동 202-25번지,051-804-9290
당리사하점,부산광역시 사하구 제석로 59 (당리동) 1층,051-205-8882
부산망미점,부산 수영구 망미동 444-18 ,051-754-9282
부산범내골점,"부산광역시 부산진구 중앙대로 584 (범천동, 서면베르빌2) 3층 311호",051-647-7800
부산센텀점,"부산광역시 해운대구 센텀동로 123 1층 3호 (재송동, 센텀스타상가)",051-744-3999
부산괴정점,부산 사하구 괴정3동 262-1,051-208-6677
부산문현점,부산 남구 문현동 202-69,051-638-9277
부산초량점,부산광역시 동구 고관로 37 (수정동) ,051-462-9282
부산대신점,부산광역시 서구 부용로 15-1 (서대신동1가) ,051-256-9282
부산수영점,"부산광역시 수영구 수영로652번길 6 (광안동, 정원센텀뷰) 108,109호",051-758-3883
부산장림점,부산 사하구 장림1동 321-28번지 나산리버빌 1층 18호,051-264-9288
부산영주중앙점,부산광역시 중구 중구로 188 (영주동) ,051-467-9991
부산광안리점,부산 수영구 광안동 192-16,051-761-2722
부산대연점,부산광역시 남구 진남로36번길 2 (대연동) (대연동),051-628-9282
부산대연혁신점,"부산광역시 남구 수영로 345 (대연동, 대연힐스테이트푸르지오 주상가) 115동 107호",051-612-8892
부산남천점,부산광역시 수영구 수영로408번길 24-4 (남천동) 1층,051-611-8005
부산마리나점,부산 해운대구 우동 993-4 대우마리나2차상가 106,051-742-0992
부산좌동신시가지점,부산광역시 해운대구 대천로 104 (좌동) 102호,051-704-4466
부산좌동신도시점,부산 해운대구 중동 181-1 롯데캐슬마스터2  301-108,051-703-5070
부산해운대점,부산 해운대구 우동 1340 2층,051-746-2002
장산역점,부산광역시 해운대구 해운대로 802 (웅신시네아트 B동 101호) ,051-704-0669
부산좌동점,부산 해운대구 좌동 1317번지 경동플러스상가 206호,051-702-4070
부산다대2동점,부산광역시 사하구 다송로72번길 53 1층(다대동),051-261-9192
부산송정점,부산광역시 해운대구 송정동 283,051-703-9255
부산송도점,부산광역시 서구 송도해변로 67 ,051-253-1865
부산영선점,부산광역시 영도구 꿈나무길 255 (신선동3가) 1층,051-418-9600
부산봉래청학점,부산 영도구 청학2동 7-6 번지,051-418-3363
부산용호점,부산 남구 용호동 393-1 ,051-625-9289
부산동삼국민은행점,부산 영도구 동삼동 354-1,051-403-1900
부산와이즈파크광복점(특화),"부산광역시 중구 광복로39번길 4층 6호(창선동1가, 와이즈파크 광복점)",051-260-5217
부산중앙동점(치킨앤비어)(2),"부산광역시 중구 중앙대로 114 2층 (중앙동4가, 크라운 하버 호텔)",051-466-9282
부산명륜점,부산광역시 동래구 명륜로 175 101호(명륜동),051-553-9282
부산사직야구장점,부산광역시 동래구 사직로 45 ,010-2570-0030
부산부곡점(올리브카페),"부산광역시 금정구 부곡로 127 103동 101,102호(부곡동, 부곡엘지아파트상가)",051-583-9255
부산민락점(올리브카페)(2),부산광역시 수영구 광안해변로344번길 9-11 (민락동) ,051-755-8383
부산마린시티점(프리미엄)(3),"부산광역시 해운대구 마린시티3로 39 101호(우동, 카이저빌)",051-744-2003
부산베이사이드GC점,부산광역시 기장군 일광면 이천8길 100 (베이사이드 골프클럽) ,01071143985
대구태전행복점,대구 북구 태전동 961-11번지 1층,053-323-2255
대구구암점,대구 북구 구암동 692-13,053-323-7664   
대구세천점,대구광역시 달성군 다사읍 세천북로 28-1 1층(일부),053-591-9282
대구매천.태전점,대구광역시 북구 매전로4길 10-10 (매천동) ,053-312-9559
대구다사죽곡점,대구광역시 달성군 다사읍 대실역북로 70-1 ,053-588-5533
대구신당1점,대구광역시 달서구 서당로 79 (신당동) 1층,053-585-5334
대구무태점,대구 북구 동변동 669-1 ,053-952-9282   
대구지묘점,대구광역시 동구 파계로6길 46 (지묘동) 제1층101호,053-981-2363
성서이곡희망점,대구 달서구 이곡1동 한샘타운 상가 102 ,053-592-9979
대구성서본점,"대구광역시 달서구 선원남로 151 (용산동, 한마음아파트) 210동 103호",053-583-5599
평산행복점,대구 서구 평리동 721-10,053-553-9967
대구침산점,"대구광역시 북구 성북로 70 (침산동, 침산화성파크드림) 상가동 2층 227,228호",053-353-8282
대구복현산격점,대구 북구 검단동 936-19,053-381-9989   
대구서구점,대구광역시 서구 국채보상로 316 평리롯데캐슬아파트 202-106,053-523-9282
대구중리점,대구광역시 서구 평리로 245 (중리동) ,053-202-0123
죽전월드마크점,"대구광역시 달서구 와룡로 169 (감삼동, 월드마크웨스트엔드 제판매시설동) 1층 101-111호",053-523-1515
대구장기사랑점,"대구광역시 달서구 한들로 55 (장기동, 장기초록나라아파트) 501동 108호",053-526-8292
대구중구점,대구 중구 수창동 153 ,053-427-8592   
대구대현복현사랑점,대구 북구 복현1동 421-1번지,053-954-4448   
대구내당점,대구광역시 서구 달서로 50 1층(내당동),053-522-3359
대구남산대신점,대구 중구 남산4동 2937-1 남산그린타운 101동1호,053-255-9945
대구신암점,대구 동구 신암1동  588-10 ,053-959-9989
옥포점,대구광역시 달성군 옥포면 돌미상업로1길 25 103호,053-616-9285
대구동성로점,"대구광역시 중구 동성로5길 53 (삼덕동1가, 지상2,3층) ",053-421-1970
대구월성행복점,대구 달서구 월성동 120번지 푸르지오상가 2동103호,053-634-9282
대구유천점,대구광역시 달서구 조암남로32길 12 (대천동) 1층,053-637-9282
신천대구공고,대구광역시 동구 송라로 82 (신천동) ,053-951-1472
신월성올리브점,대구광역시 달서구  조암남로 38 101,053-638-9282
대구아양점,대구광역시 동구 아양로50길 21 (효목동) ,053-943-9282
