name,addr,tel
태백황지캠퍼스,황지동/황지로,033-553-0522
대관령캠퍼스,대관령면/대관령로,033-813-0582
장평캠퍼스,용평면/금송1길,033-332-8205
평창캠퍼스,평창읍/노성로,033-334-8505
남면캠퍼스,남면/양덕원로,033-432-0528
석화캠퍼스,홍천읍/석화안길1길,033-435-6561
홍천캠퍼스,홍천읍/꽃뫼로,033-433-0208
괴산승리캠퍼스,괴산읍/읍내로4길,043-834-0582
단양캠퍼스,단양읍/도전9길,043-422-0582
보은캠퍼스,보은읍/보은로,070-4111-0505
감곡선진캠퍼스,감곡면/가곡로,043-877-9340
금왕캠퍼스,금왕읍/응천서길45번길,043-882-0522
동성캠퍼스,맹동면/대하로,043-878-0509
음성탑캠퍼스,음성읍/시장로126번길,043-872-0013
명지캠퍼스,강제동/강저로11나길,043-645-7905
제천캠퍼스,청전동/의림대로,043-642-8505
하소캠퍼스,하소동/용두대로11길,043-652-8205
광혜원캠퍼스,광혜원면/화랑5길,043-532-1202
상당캠퍼스,용암동/월평로,043-293-8088
우성캠퍼스,탑동/용담로63번길,043-223-6033
모충캠퍼스,모충동/모충로104번길,043-275-5525
남평캠퍼스,분평동/월평로,043-283-0565
분평캠퍼스,분평동/월평로,043-292-1101
사직캠퍼스,사직동/예체로67번길,043-265-0565
산남캠퍼스,산남동/산남로,043-266-0579
내수캠퍼스,내수읍/청암로,043-214-7802
사천캠퍼스,사천동/율봉로,043-900-0509
가경영재캠퍼스,가경동/가경로,043-231-4991
진흥캠퍼스,복대동/대신로,043-233-5079
봉명캠퍼스,봉명동/백봉로223번길,043-263-0579
운천캠퍼스,운천동/흥덕로162번길,043-267-0505
주덕캠퍼스,대소원면/첨단산업4로,043-845-6919
연수캠퍼스,연수동/계명대로,043-845-8205
용산캠퍼스,용산동/남산로,043-842-8205
칠금캠퍼스,칠금동/칠금중앙로,043-854-8205
엄사캠퍼스,엄사면/번영로,042-840-8999
공주중동캠퍼스,금학동/우금티로,041-855-0822
공주대캠퍼스,신관동/공주대학로,041-857-0522
신월캠퍼스,신관동/번영1로,041-857-0533
유구대성캠퍼스,유구읍/중앙1길,041-841-7222
금산캠퍼스,금산읍/금산로,041-751-0502
추부캠퍼스,추부면/대학로,041-753-9091
논산내동캠퍼스,취암동/시민로,041-736-8215
기지시캠퍼스,송악읍/반촌로,041-352-7111
당진원당캠퍼스,수청동/밤절로,041-357-8567
보령캠퍼스,동대동/동현로,041-934-6709
백제캠퍼스,부여읍/성왕로,041-835-0594
부여캠퍼스,부여읍/계백로,041-836-0522
석성캠퍼스,석성면/증산로39번길,041-836-3653
석림캠퍼스,석림동/석림4로,041-667-0503
청구캠퍼스,인지면/둔당로,041-664-8025
서동캠퍼스,잠홍동/쌍연남3길,041-662-2343
서천캠퍼스,서천읍/서천로,041-952-1319
권곡캠퍼스,권곡동/문화로243번길,041-546-0305
배방캠퍼스,배방읍/북수로,041-544-0579
연화캠퍼스,배방읍/새아산로,041-549-0522
신광캠퍼스,신창면/남성길,041-545-4321
송곡캠퍼스,염치읍/송곡남길,041-546-0006
용화캠퍼스,용화동/시민로,041-910-1777
음봉캠퍼스,음봉면/음봉로,041-534-7905
풍기캠퍼스,풍기동/남부로,041-911-5050
구성캠퍼스,구성동/충절로,041-551-4038
목천캠퍼스,목천읍/목천안터2길,041-569-0526
북면캠퍼스,북면/충절로,041-557-9696
글로벌캠퍼스,신방동/통정3로,041-571-9393
신방캠퍼스,신방동/서부대로,041-571-0588
신부캠퍼스,신부동/터미널8길,041-552-3788
남산캠퍼스,원성동/원성2교길,041-562-5435
청룡캠퍼스,청당동/풍세로,041-577-6355
부성캠퍼스,두정동/부성6길,041-558-0589
오성캠퍼스,두정동/오성3길,041-568-0594
불당캠퍼스,불당동/불당3길,041-564-5456
서당드림캠퍼스,불당동/불당11로,041-557-0507
신불당캠퍼스,불당동/불당25로,041-417-0042
성거캠퍼스,성거읍/성거길,041-522-4685
소망캠퍼스,성거읍/역전말3길,041-585-0533
성환캠퍼스,성환읍/성환중앙로,041-585-4757
대우캠퍼스,쌍용동/봉명로,041-577-0209
월봉캠퍼스,쌍용동/월봉로,041-592-0533
입장캠퍼스,입장면/입장로,041-583-0636
양당캠퍼스,직산읍/자은가리1길,041-583-9990
차암캠퍼스,차암동/3공단6로,041-555-1872
청양캠퍼스,청양읍/중앙로,041-944-0005
태안캠퍼스,태안읍/독샘로,041-675-3468
신탄목상캠퍼스,목상동/대덕대로1486번길,042-934-0509
중리캠퍼스,법동/계족로,042-631-8722
동대전캠퍼스,비래동/비래서로,042-621-6681
송촌캠퍼스,송촌동/동춘당로23번길,042-631-3810
와동캠퍼스,와동/신탄진로218번길,042-634-0778
산내캠퍼스,낭월동/산내로,042-282-0582
용운캠퍼스,용운동/계족로140번길,042-285-8888
판암캠퍼스,판암동/옥천로176번길,042-282-0404
홍도캠퍼스,홍도동/홍도로,042-624-4126
둔원캠퍼스,갈마동/괴정로11번길,042-532-7934
관저캠퍼스,관저동/관저로14번길,042-542-0579
백운캠퍼스,괴정동/계룡로576번길,042-525-5555
내동캠퍼스,내동/도산로253번길,042-531-0582
신계캠퍼스,복수동/복수동로,042-584-2231
갑천캠퍼스,월평동/월평동로,042-489-6429
월평1동캠퍼스,월평동/월평로,042-488-0553
둔산캠퍼스,탄방동/탄방로,042-488-8505
구암캠퍼스,구암동/유성대로654번길,042-824-1005
유성상대캠퍼스,상대동/월드컵대로,042-823-5105
송강캠퍼스,송강동/구즉로57번길,042-935-2607
자운캠퍼스,신봉동/자운로97번길,042-862-0579
유성장대캠퍼스,장대동/유성대로,042-823-0520
대흥캠퍼스,대흥동/보문로,042-253-2733
산성캠퍼스,산성동/당디로,042-585-8009
목동캠퍼스,중촌동/목중로10번길,042-255-2780
사동캠퍼스,사동/백자로10길,053-811-0042
신대부적캠퍼스,압량면/압독3로,053-812-0522
정평옥산캠퍼스,정평동/대학로12길,053-812-0584
진량캠퍼스,진량읍/봉황길,053-856-0596
하양캠퍼스,하양읍/대학로295길,053-851-0047
불국캠퍼스,구정동/불국사초등길,054-746-0059
성건캠퍼스,성건동/금성로,054-776-8388
산대캠퍼스,안강읍/구부랑길,054-763-3040
외동캠퍼스,외동읍/입실로,054-746-9432
용강캠퍼스,용강동/승삼1길,054-772-0582
금장캠퍼스,현곡면/안현로,054-748-0510
황성캠퍼스,황성동/황성로27번길,054-744-7177
다산캠퍼스,다산면/상곡1길,054-955-1232
고령캠퍼스,대가야읍/우륵로,054-954-9063
문성캠퍼스,고아읍/들성로7길,054-456-0819
상모캠퍼스,상모동/상모로,054-465-0503
선산캠퍼스,선산읍/선산중앙로16길,054-481-0579
오태캠퍼스,오태동/금오대로,054-464-0567
옥계4공단캠퍼스,옥계동/산호대로31길,054-471-7000
인동캠퍼스,진평동/인동36길,054-471-3885
형곡캠퍼스,형곡동/형곡로,054-458-5567
청어람캠퍼스,모전동/매봉로,054-555-7905
대명캠퍼스,봉화읍/교촌2길,054-673-1792
성주캠퍼스,성주읍/성산6길,054-932-0594
안기캠퍼스,금곡동/제비원로,054-857-0990
신안캠퍼스,신안동/퇴계로,054-856-1237
옥동캠퍼스,옥동/복주길,054-843-8181
용상캠퍼스,용상동/길주길,054-821-5747
강구캠퍼스,강구면/나비산1길,054-732-8787
영덕캠퍼스,영덕읍/덕곡길,054-734-0535
영주가흥캠퍼스,가흥동/대동로,054-635-0570
금호캠퍼스,금호읍/금호로,054-331-0594
영천캠퍼스,문외동/중앙동1길,054-332-1500
북안캠퍼스,북안면/운북로,054-331-9088
울진캠퍼스,울진읍/연호로,054-783-1605
후포캠퍼스,후포면/삼율5길,054-787-1605
서울캠퍼스,의성읍/군청길,054-834-5328
석적캠퍼스,석적읍/석적로,054-977-5577
연일캠퍼스,연일읍/연일로159번길,054-285-0585
서문캠퍼스,오천읍/정몽주로,054-292-4520
원동캠퍼스,오천읍/냉천로320번길,054-291-0586
효자캠퍼스,효자동/효성로,054-277-0585
송곡캠퍼스,양덕동/법원로,054-256-0253
양덕캠퍼스,양덕동/천마로72번길,054-255-0253
장량캠퍼스,장성동/용두산길,054-249-6066
남부캠퍼스,죽도동/중흥로255번길,054-272-3150
남산캠퍼스,흥해읍/남미질로21번길,054-262-1139
포항초곡캠퍼스,흥해읍/초곡지구로58번길,054-247-0505
대명1캠퍼스,대명동/현충로,053-652-0582
유천캠퍼스,대곡동/비슬로,053-633-5055
대천캠퍼스,대천동/조암남로32길,053-642-0900
상인1캠퍼스,상인동/월곡로,053-634-0582
용산죽전캠퍼스,용산동/용산로,053-555-0522
월서캠퍼스,월성동/월배로33길,053-635-0582
월성캠퍼스,월성동/월성로,053-641-1212
이곡1캠퍼스,이곡동/이곡공원로,053-588-2868
감삼드림캠퍼스,장기동/장기로,053-568-0522
서재캠퍼스,다사읍/서재로,053-587-0585
세천캠퍼스,다사읍/세천북로,053-585-0522
죽곡캠퍼스,다사읍/달구벌대로,053-592-0279
테크노폴리스캠퍼스,유가면/테크노상업로,053-611-2728
현풍캠퍼스,현풍면/현풍로,053-611-8818
화원1캠퍼스,화원읍/명천로,053-633-1515
혁신캠퍼스,각산동/이노밸리로,053-961-0579
방촌캠퍼스,방촌동/화랑로,053-985-0579
이시아폴리스캠퍼스,봉무동/팔공로51길,053-982-0582
동호캠퍼스,신서동/금강로,053-962-6638
율하캠퍼스,율하동/안심로22길,053-964-0405
지묘캠퍼스,지묘동/팔공로101길,053-982-0511
관음캠퍼스,관음동/칠곡중앙대로,053-323-0584
칠곡3캠퍼스,동천동/학정로,053-264-0582
매천캠퍼스,매천동/매전로,053-313-3380
복현캠퍼스,복현동/복현로,053-382-3222
산격캠퍼스,산격동/연암로25길,053-954-4621
무태캠퍼스,서변동/호국로,053-957-0585
칠곡1캠퍼스,태전동/구암로16길,053-321-8408
평리캠퍼스,평리동/국채보상로,053-521-7905
메트로캠퍼스,만촌동/화랑로,053-753-0501
만촌캠퍼스,범어동/청호로,053-746-0567
신매캠퍼스,신매동/신매로,053-793-0589
지산범물캠퍼스,지산동/용학로,053-781-0520
파동캠퍼스,파동/파동로,053-766-6669
남산캠퍼스,남산동/남산로,053-426-3535
아주캠퍼스,아주동/거제대로,055-681-8166
장평캠퍼스,장평동/장평로6길,055-632-2389
고성캠퍼스,고성읍/중앙로15번길,055-674-1955
배둔캠퍼스,회화면/배둔로39번길,055-672-0520
관동캠퍼스,관동동/계동로23번길,055-313-0511
내동캠퍼스,내동/내외중앙로,055-325-0585
부곡캠퍼스,부곡동/월산로,055-314-0909
삼계북부캠퍼스,삼계동/삼계중앙로,055-324-3102
신명캠퍼스,삼계동/가야로,055-314-0579
대청캠퍼스,삼문동/번화2로,055-327-2018
삼문캠퍼스,삼문동/능동로,055-313-0880
삼정캠퍼스,어방동/인제로65번길,055-337-0522
어방캠퍼스,어방동/활천로,055-324-0122
대동캠퍼스,외동/함박로101번길,055-324-5531
율하캠퍼스,율하동/율하1로,055-328-0579
활천캠퍼스,지내동/분성로727번길,055-328-2846
진영캠퍼스,진영읍/김해대로361번길,055-343-0582
남해캠퍼스,남해읍/화전로,055-863-0509
밀양삼문캠퍼스,삼문동/삼문중앙로,055-355-3009
덕계캠퍼스,덕계동/덕계로,055-365-0579
물금캠퍼스,물금읍/가촌새터길,055-381-0522
범어캠퍼스,물금읍/범어로,055-372-0579
북정캠퍼스,북정동/북정로,055-363-7785
서창캠퍼스,삼호동/서창로,055-385-0039
상북캠퍼스,상북면/공암길,055-374-1118
신기캠퍼스,신기동/중앙로,055-389-0522
어곡캠퍼스,어곡동/학동길,055-387-5633
중부캠퍼스,중부동/삽량로,055-383-0579
통도사캠퍼스,하북면/신평3길,055-384-0579
수정캠퍼스,수정동/향교로,055-747-5656
신안캠퍼스,신안동/진양호로,055-747-6022
주약캠퍼스,주약동/진주대로815번길,055-758-4891
초장캠퍼스,초전동/초전북로62번길,055-762-3217
초전캠퍼스,초전동/초전남로,055-753-0870
혁신갈전캠퍼스,충무공동/사들로156번길,055-759-6676
칠암캠퍼스,칠암동/진주대로960번길,055-761-6875
들말신진캠퍼스,평거동/평거로48번길,055-747-0128
창녕캠퍼스,창녕읍/종로,055-533-6514
산호캠퍼스,산호동/용마로,055-222-9947
무학캠퍼스,자산동/자산삼거리로,055-222-8625
삼진캠퍼스,진동면/삼진의거대로,055-271-1414
해운캠퍼스,해운동/월영남로,055-245-0500
현동캠퍼스,현동/현동7길,055-222-0582
삼계캠퍼스,내서읍/삼계로,055-232-1006
안계캠퍼스,내서읍/숲속로,055-232-9636
호계캠퍼스,내서읍/광려천북로,055-231-1300
양덕캠퍼스,양덕동/팔용로,055-251-4771
성주캠퍼스,가음동/원이대로863번길,055-286-7905
대방1캠퍼스,대방동/가양로124번길,055-264-2500
반송캠퍼스,반림동/반송로,055-275-0582
봉곡캠퍼스,반지동/창원천로,055-265-0575
무동캠퍼스,북면/무동로226번길,055-251-3100
북면캠퍼스,북면/동전로,055-296-0579
구암소계캠퍼스,소계동/소계로94번길,055-255-8013
소답캠퍼스,소답동/의안로56번길,055-298-6866
사화캠퍼스,팔용동/팔용로,055-252-0579
팔용캠퍼스,팔용동/반계로,055-299-0582
동부캠퍼스,석동/석동로,055-546-0579
진교캠퍼스,/,055-882-9041
하동캠퍼스,하동읍/시장3길,055-884-1768
함안캠퍼스,가야읍/함안대로,055-583-0498
함양캠퍼스,함양읍/고운로,055-964-1007
합천캠퍼스,합천읍/동서로,055-933-9808
선암캠퍼스,선암동/두왕로190번길,052-257-1155
월봉캠퍼스,신정동/팔등로67번길,052-265-2655
달동홈타운캠퍼스,야음동/대암로,052-267-0579
야음남부캠퍼스,야음동/야음로,052-227-2025
화정캠퍼스,화정동/대학길,052-252-8505
매곡캠퍼스,매곡동/매곡1로,052-286-0588
명촌캠퍼스,명촌동/명촌10길,052-289-7785
염포캠퍼스,염포동/염포로,052-289-7902
상안캠퍼스,천곡동/달천로,052-282-4800
구영캠퍼스,범서읍/대리2길,052-212-0582
무거장검캠퍼스,범서읍/장검길,052-247-4133
온산캠퍼스,온산읍/신온8길,052-239-2700
남창캠퍼스,온양읍/솔밭2길,052-238-7905
남외캠퍼스,남외동/남외3길,052-900-0505
다운캠퍼스,다운동/다운로,052-222-1163
약사캠퍼스,복산동/화합로,052-297-5631
서동캠퍼스,서동/동천6길,052-291-0588
성안캠퍼스,성안동/성안로,052-245-7905
태화캠퍼스,태화동/태화로,052-248-0582
명지국제캠퍼스,명지동/명지국제8로,051-208-0509
명지캠퍼스,명지동/명지오션시티4로,051-203-0522
신호캠퍼스,신호동/신호산단2로,051-831-0503
